Geneid	B1Z.sam	B2Z.sam	B3Z.sam	P1Z.sam	P2Z.sam	P3Z.sam
PA3567	1545	1800	1475	1902	2135	2497
PA3568	1371	1087	1302	328	397	433
PA3569	864	418	509	54	71	92
PA3570	3018	1483	1555	303	296	328
PA3571	243	173	135	447	439	615
PA3572	147	148	169	1776	417	1312
PA3573	692	381	380	1763	1285	1921
PA3574	378	305	283	647	476	326
PA3574a	67	56	32	85	70	87
PA3575	367	156	168	1389	1004	561
PA3576	4628	3732	3016	1542	1492	1960
PA3577	152	129	78	42	38	75
PA3578	5169	4564	2514	1066	1106	1309
PA3579	404	280	279	2459	3175	2696
PA3580	291	200	173	1253	1406	1139
PA3581	881	1364	1082	6189	4936	7002
PA3582	1498	1625	1760	15022	12846	14355
PA3583	823	743	742	3082	2743	2388
PA3584	1287	1555	1305	18913	14872	15496
PA3585	49	43	42	119	127	174
PA3586	86	74	55	121	145	143
PA3587	752	641	466	833	756	622
PA3588	235	213	113	178	165	180
PA3589	37	37	32	31	51	38
PA3590	167	131	97	171	174	173
PA3591	23	10	6	18	31	25
PA3592	63	63	42	60	69	82
PA3593	111	149	83	106	128	122
PA3594	257	262	181	378	417	515
PA3595	97	83	79	154	166	139
PA3596	261	136	119	135	157	185
PA3597	241	248	170	293	239	264
PA3598	511	374	286	469	374	340
PA3599	1156	835	595	427	516	561
PA3600	42	48	25	6	9	14
PA3601	606	916	308	85	49	68
PA3602	1206	859	790	3705	3021	2267
PA3603	330	183	215	551	598	297
PA3604	880	581	630	1128	1328	951
PA3605	223	163	198	717	721	510
PA3606	360	259	189	650	797	593
PA3607	443	457	350	234	398	269
PA3608	86	55	61	169	286	165
PA3609	30	33	25	130	161	87
PA3610	133	101	73	371	575	463
PA3611	610	579	739	1522	1115	1522
PA3612	346	244	301	1136	901	1178
PA3613	2538	1151	1489	17843	21382	34326
PA3614	1980	1654	1431	11756	6817	8232
PA3615	2253	2122	1534	3611	3034	3977
PA3616	1036	586	462	570	1024	945
PA3617	20894	12964	7895	11101	13703	11423
PA3618	1577	1307	906	780	948	1177
PA3619	1783	1830	1412	1029	987	1567
PA3620	2966	2309	2025	6344	6580	5882
PA3621	658	707	730	4670	2514	3300
PA3621.1	220	461	525	2081	661	687
PA3622	51188	46406	35249	10961	6821	7662
PA3623	26028	42549	32299	6677	4169	6783
PA3624	3579	3494	3377	4713	4329	5115
PA3625	1328	819	878	2855	2519	2133
PA3626	1723	1041	1075	1873	2574	2513
PA3627	927	637	636	993	973	624
PA3628	5577	3530	3811	1388	1919	3082
PA3629	9171	7885	7559	5296	4605	4722
PA3630	372	325	214	374	361	370
PA3631	663	439	375	1906	2161	1762
PA3632	173	121	141	1280	768	549
PA3633	380	285	360	946	1581	1223
PA3634	545	415	349	793	674	864
PA3635	8011	6606	7002	19627	20321	14879
PA3636	3214	2330	2407	5309	5630	4976
PA3637	5650	4208	3870	9805	10477	6134
PA3638	546	355	368	679	1272	1055
PA3639	2699	1897	2280	6740	8130	4889
PA3640	6527	4294	4080	13676	15019	12166
PA3641	1047	855	694	8295	13332	8220
PA3642	591	354	482	2184	3256	3108
PA3643	913	668	758	3937	5190	4067
PA3644	1795	1357	1484	8936	8119	4108
PA3645	981	754	824	2402	2451	1593
PA3646	3316	2147	2675	13026	14470	12299
PA3647	1324	990	1008	5715	4367	3030
PA3648	6032	3941	4008	18275	14247	8845
PA3649	4620	3556	3714	4170	4490	5283
PA3650	1316	780	823	3617	4574	4111
PA3651	633	435	506	1512	2753	2820
PA3652	1268	798	854	3385	4049	3051
PA3653	2789	2135	2231	7649	9616	9121
PA3654	822	573	479	3103	3471	2479
PA3655	5078	3541	3882	33802	40301	23682
PA3656	8937	6379	6770	70123	76754	45698
PA3657	3241	3129	2581	6058	3989	2307
PA3658	2254	2131	1761	3314	2624	2421
PA3659	1171	913	990	1922	2150	1799
PA3660	574	348	425	2326	2036	1890
PA3661	50	63	67	4404	4674	2220
PA3662	376	280	185	1231	678	1213
PA3663	342	278	239	498	520	608
PA3664	335	349	220	394	388	309
PA3665	740	358	410	402	660	678
PA3666	1282	1159	1130	7191	6603	3629
PA3667	1267	1140	1074	1254	1511	1401
PA3668	119	132	111	193	264	197
PA3669	305	302	230	542	612	500
PA3670	204	131	108	1389	1350	1274
PA3671	107	84	100	516	503	387
PA3672	303	173	201	689	765	586
PA3673	1317	1023	1047	4373	4185	2934
PA3674	972	859	785	2838	2292	2234
PA3675	685	549	447	2184	2610	2053
PA3676	774	571	600	2468	2752	2331
PA3677	666	477	340	636	891	949
PA3678	1235	1103	940	1598	1647	2022
PA3679	881	600	645	1262	2074	2085
PA3680	449	359	337	357	781	683
PA3681	262	279	166	325	435	344
PA3682	585	416	316	268	356	408
PA3683	454	405	402	1140	1400	1189
PA3684	348	332	241	236	282	331
PA3685	920	648	651	552	1071	627
PA3686	4531	2912	3133	10050	11474	5544
PA3687	5715	5271	3971	3260	3841	4686
PA3688	3420	4320	2490	438	325	291
PA3689	3679	3685	2081	1075	1054	1823
PA3690	1990	4168	3684	2022	2367	1949
PA3691	4610	4413	5577	3798	4276	4534
PA3692	8341	9776	11873	11715	9785	6737
PA3693	539	300	369	617	931	587
PA3694	312	236	206	443	411	378
PA3695	677	523	468	1175	1198	1194
PA3696	442	370	340	883	899	722
PA3697	1464	1107	1090	2733	1794	1839
PA3698	1118	866	765	832	828	1011
PA3699	663	522	449	830	848	654
PA3700	1028	997	1101	10221	8541	4517
PA3701	4263	3343	3127	7426	8247	5274
PA3702	801	705	661	1810	1613	1275
PA3703	1688	1257	1328	1800	1689	1854
PA3704	1262	861	1087	2270	2532	3133
PA3705	386	214	232	548	584	751
PA3706	1740	888	1019	1405	1763	1982
PA3707	973	601	537	920	1150	1302
PA3708	4226	2829	2878	5819	5202	5222
PA3709	1148	966	810	699	543	767
PA3710	1111	938	880	524	529	584
PA3711	1535	1075	690	749	846	725
PA3712	6864	4460	2734	651	869	1083
PA3713	324	242	221	449	640	607
PA3714	75	62	28	144	181	155
PA3715	350	269	278	2101	2642	2813
PA3716	1159	735	754	27417	26255	21080
PA3717	331	217	176	422	512	478
PA3718	230	168	134	273	380	276
PA3719	90	72	36	39	44	55
PA3720	639	626	369	192	261	315
PA3721	447	447	348	838	1076	919
PA3722	665	543	434	462	553	438
PA3723	7694	6487	5080	618	532	629
PA3724	96312	87046	94018	930	925	720
PA3725	1316	766	791	1421	2310	1870
PA3726	1008	488	664	1414	1932	2319
PA3727	118	84	76	2778	2823	2841
PA3728	890	551	550	18828	24039	21512
PA3729	1161	733	731	20973	30624	28532
PA3730	102	53	45	1513	1898	1345
PA3731	920	720	710	7765	10121	8715
PA3732	2867	1962	1686	6925	9447	14300
PA3733	2541	2208	1990	1661	1823	1682
PA3733a	801	1225	2054	660	584	646
PA3734	916	1317	861	156	177	222
PA3735	1697	1453	1094	5427	6106	3537
PA3736	4648	3540	3036	6202	8538	9368
PA3737	8501	6745	6701	6917	7049	5291
PA3738	585	489	414	785	822	718
PA3739	1260	1220	964	1053	1116	944
PA3740	994	836	728	257	231	183
PA3741	292	230	201	387	465	285
PA3742	1574	1356	1197	22460	17433	8738
PA3743	7627	4207	5416	17906	18820	17303
PA3744	8989	4790	5056	23921	24048	12279
PA3745	1600	1068	1166	4387	5598	3570
PA3746	3232	2133	2103	5962	7553	5092
PA3747	836	667	687	2324	1868	1266
PA3748	503	373	441	2205	1262	1106
PA3749	235	202	136	260	305	282
PA3750	272	210	225	99	266	263
PA3751	2360	1902	1735	3465	4721	4319
PA3752	360	198	119	152	191	155
PA3753	1776	1864	1364	2893	2235	2536
PA3754	1962	1635	1404	2241	1592	1757
PA3755	744	625	568	926	739	815
PA3756	597	627	591	1129	687	745
PA3757	219	323	415	234	300	193
PA3758	316	443	411	502	457	333
PA3759	336	427	360	308	350	433
PA3760	615	653	489	699	911	957
PA3761	498	499	391	643	752	733
PA3762	762	606	702	600	722	632
PA3763	7102	4344	4480	14939	19244	13118
PA3764	713	457	504	1726	1302	934
PA3765	112	101	71	79	92	79
PA3766	623	479	349	618	1088	821
PA3767	1268	1244	749	751	921	810
PA3768	2482	1224	1009	2970	3780	3010
PA3769	3445	2205	2424	11373	14782	9877
PA3770	4203	2686	2417	9535	11150	7540
PA3771	480	528	375	247	292	328
PA3772	79	84	71	58	46	76
PA3773	41	22	19	30	27	31
PA3774	4	17	16	35	26	16
PA3775	78	28	38	84	91	96
PA3776	36	43	37	66	109	116
PA3777	893	518	563	1009	1417	1216
PA3778	286	183	134	588	722	518
PA3779	303	299	305	478	356	363
PA3780	28	45	26	77	84	62
PA3781	89	91	90	326	263	193
PA3782	593	502	404	656	890	956
PA3783	1442	1061	949	303	382	534
PA3784	2363	1753	1728	636	804	614
PA3785	7396	5924	6673	1413	1350	1453
PA3786	3987	2878	3250	1476	1172	1614
PA3787	1646	1406	1034	1058	891	913
PA3788	718	593	522	267	300	249
PA3789	1579	786	919	717	1028	1104
PA3790	7180	3044	3618	3355	4590	5028
PA3791	4559	2395	2492	694	676	904
PA3792	3978	3992	3423	8119	5965	5008
PA3793	229	158	138	1758	1138	933
PA3794	358	235	228	1199	1298	1428
PA3795	2070	1916	1997	2806	2607	2022
PA3796	766	745	746	1185	1171	1124
PA3797	1143	804	665	1682	1748	1748
PA3798	1158	811	774	1937	2191	1817
PA3799	2890	2231	1980	5539	6313	4829
PA3800	4499	2597	3136	15132	17929	14380
PA3801	1518	958	982	3785	5213	4593
PA3802	1682	1084	1152	7182	8525	6560
PA3803	2324	1478	1622	9680	7913	6222
PA3804	1620	911	1080	4559	3828	3915
PA3805	1327	749	802	2985	3043	2568
PA3806	4458	3245	3239	10092	12084	8832
PA3807	3500	2627	2661	16081	16138	10019
PA3808	4096	3504	1733	1354	1545	1709
PA3809	1176	972	506	1050	1331	996
PA3810	6013	5610	3268	5680	7091	6238
PA3811	3166	3136	2302	2629	3065	2682
PA3812	4206	5318	3194	1964	2523	3285
PA3813	3507	4202	2335	2527	2251	1390
PA3814	25593	25212	15847	10902	11133	8209
PA3815	6540	6642	3602	1139	966	586
PA3816	2129	1783	1437	2608	3079	2018
PA3817	1564	1171	781	840	1089	1019
PA3818	1795	1444	1194	1654	2018	1166
PA3819	15341	21834	15639	12076	11585	9121
PA3820	1764	901	1063	10387	11434	6624
PA3821	5656	2399	3103	15707	21260	14333
PA3822	7666	3134	3592	3875	5667	8167
PA3823	872	590	539	3880	4615	2929
PA3824	691	384	374	1382	1800	1503
PA3824.1	53	33	28	42	45	54
PA3825	771	620	589	412	399	376
PA3826	390	252	208	481	387	312
PA3827	1011	796	795	2286	2544	1451
PA3828	2037	1735	1492	2875	2855	1817
PA3829	234	189	148	210	209	244
PA3830	820	555	493	666	737	1129
PA3831	4772	3264	2841	7631	8746	6821
PA3832	441	230	217	328	545	1094
PA3833	819	742	861	606	577	727
PA3834	5888	4509	4499	16221	17756	12899
PA3835	468	599	405	194	177	209
PA3836	3358	2384	2214	8015	5995	5059
PA3837	723	506	461	1416	1522	1297
PA3838	805	546	527	2106	1967	2152
PA3839	517	315	296	8192	6290	6897
PA3840	368	252	245	1617	1595	1855
PA3841	662	632	641	1504	1244	1654
PA3842	443	412	361	349	255	268
PA3844	3692	4187	2358	341	359	309
PA3845	890	834	512	658	720	767
PA3846	1835	1449	1232	488	577	676
PA3847	781	724	599	490	511	557
PA3848	1170	964	816	1656	1636	1302
PA3849	1341	994	954	3007	3439	3409
PA3850	899	648	573	6644	7735	8085
PA3851	1408	1231	884	1308	1338	1531
PA3852	2411	1799	1354	1556	1751	1953
PA3853	772	485	405	622	819	845
PA3854	1068	516	525	385	582	792
PA3855	1248	845	876	971	1045	812
PA3856	1195	920	980	1104	1170	1188
PA3857	2458	2213	2142	2408	1653	1433
PA3858	5488	4017	3341	997	1052	1235
PA3859	1118	777	678	7147	5818	6168
PA3860	3269	2032	1857	1596	1639	1375
PA3861	2718	1885	2367	9915	9332	4997
PA3862	628	567	314	589	657	677
PA3863	339	300	168	391	477	440
PA3864	306	298	233	666	778	481
PA3865	1688	2259	809	821	838	978
PA3865a	197	311	288	217	56	251
PA3866	512	686	521	516	239	357
PA3867	427	399	297	283	216	302
PA3868	118	112	68	187	147	91
PA3869	72	78	61	115	65	62
PA3870	217	200	159	258	329	336
PA3871	270	173	100	228	328	374
PA3872	203	142	130	325	267	327
PA3873	197	167	153	318	400	366
PA3874	685	596	441	902	963	1157
PA3875	1789	1549	1079	3555	4205	4813
PA3876	492	335	252	1535	1528	2055
PA3877	595	552	385	5930	3604	5591
PA3878	1040	951	626	3156	3199	3130
PA3879	826	557	560	7575	6120	9581
PA3880	1588	744	676	4395	4753	4089
PA3881	488	396	315	796	894	606
PA3882	815	553	431	780	777	911
PA3883	426	281	274	549	752	565
PA3884	22	11	14	34	31	31
PA3885	93	112	94	80	105	75
PA3886	412	340	294	849	1060	967
PA3886a	133	155	130	164	239	211
PA3887	661	492	515	4613	5354	4091
PA3888	243	183	179	600	616	461
PA3889	188	144	133	548	631	519
PA3890	196	170	178	551	575	491
PA3891	354	319	331	1137	1302	1416
PA3892	58	59	69	381	401	275
PA3893	163	184	129	562	638	579
PA3894	129	91	89	307	313	299
PA3895	692	709	517	1132	850	843
PA3896	1079	833	704	1019	1216	1123
PA3897	343	274	255	166	190	222
PA3898	1034	955	636	695	647	559
PA3899	1266	827	495	69	119	101
PA3900	156	99	93	32	36	37
PA3901	975	1101	917	1488	2301	2391
PA3902	1094	1658	1583	1339	1253	1334
PA3903	1632	1133	1276	5615	5192	3078
PA3904	828	423	466	1232	1528	1203
PA3905	426	136	163	1023	1477	1686
PA3906	242	84	108	1004	1275	1381
PA3907	527	232	270	1994	2260	2924
PA3908	748	311	398	4770	3516	3682
PA3909	276	233	231	261	274	272
PA3910	265	196	135	141	230	253
PA3911	694	243	237	861	1296	1883
PA3912	454	177	144	987	1250	1605
PA3913	672	285	247	1086	1752	2020
PA3914	194	113	98	264	285	375
PA3915	693	607	467	1959	825	3092
PA3916	429	294	239	428	553	621
PA3917	239	168	152	319	371	455
PA3918	403	401	258	1322	1090	722
PA3919	2844	3563	2615	4736	2892	3880
PA3920	1877	1650	1159	462	589	536
PA3921	3981	2685	2875	1094	1097	1367
PA3922	8212	6175	6385	488	372	366
PA3923	12951	9837	10059	943	523	678
PA3924	7604	6152	5521	430	410	444
PA3925	531	412	402	1437	1512	1595
PA3926	118	117	64	143	197	199
PA3927	220	256	170	506	432	465
PA3928	826	705	507	93	123	119
PA3929	4013	3074	2604	805	819	621
PA3930	9139	7382	6032	652	783	672
PA3931	289	192	347	727	724	376
PA3932	317	335	315	242	299	386
PA3933	1408	844	1001	3915	4021	3426
PA3934	1804	1228	1242	2503	2484	2287
PA3935	128	97	77	150	215	232
PA3936	93	61	45	83	121	102
PA3937	30	18	27	32	97	61
PA3938	145	128	146	217	303	288
PA3939	114	95	90	306	358	367
PA3940	948	945	1130	31377	18056	9066
PA3941	140	119	163	571	717	546
PA3942	402	369	242	1703	1483	1219
PA3943	826	641	579	881	1069	1092
PA3944	830	595	531	882	974	1102
PA3945	6336	7694	4880	1549	1190	1633
PA3946	293	286	223	1112	1086	885
PA3947	528	555	441	772	750	1005
PA3948	618	492	447	2027	1412	1058
PA3949	1023	776	728	1707	2013	1724
PA3950	1274	788	851	2267	2977	2686
PA3951	547	341	257	703	724	494
PA3952	1705	1389	1119	548	658	738
PA3953	92	68	41	47	76	45
PA3954	150	144	97	163	168	168
PA3955	415	340	292	412	533	368
PA3956	433	321	241	130	159	125
PA3957	1232	1291	750	235	201	239
PA3958	1501	990	879	969	1136	1110
PA3959	170	150	171	177	212	123
PA3960	171	89	97	214	221	186
PA3961	1764	1315	1162	1370	2152	1920
PA3962	642	656	788	1842	1220	962
PA3963	506	336	396	535	510	642
PA3963a	238	193	193	87	142	140
PA3965	164	162	122	562	342	214
PA3966	1903	1666	1475	2024	1294	1750
PA3967	82	87	89	572	815	412
PA3968	453	261	293	848	1238	891
PA3969	1000	933	629	1178	1008	943
PA3969a	506	385	420	511	1014	1077
PA3970	2646	2637	1914	4811	4624	3863
PA3971	532	375	519	283	302	332
PA3972	2898	2211	2900	3656	3076	3381
PA3973	627	575	454	1449	521	957
PA3974	2769	2164	2010	2362	1834	1744
PA3975	2116	1393	1388	1481	1831	1509
PA3976	723	382	455	660	796	632
PA3977	2415	1947	1713	5958	5582	4090
PA3978	2919	1760	2099	4602	2847	5882
PA3979	389	221	229	552	413	333
PA3980	1365	957	1039	2781	3046	1546
PA3981	2542	2445	2803	12475	9105	6748
PA3982	872	682	865	4524	3451	3519
PA3983	1073	1069	1078	5585	4080	3096
PA3984	823	441	540	2691	3493	2676
PA3985	732	536	401	358	743	708
PA3986	1903	2244	1653	182	134	250
PA3987	9494	7128	6407	19868	20709	14715
PA3988	3890	2719	2452	4838	5729	5722
PA3989	1741	1112	1246	3398	3912	3583
PA3990	39	34	39	80	79	69
PA3992	4141	3054	2812	2918	3933	3669
PA3993	638	579	384	674	795	713
PA3994	154	155	84	88	90	91
PA3995	942	874	716	391	461	540
PA3996	5509	4740	4348	9131	9649	7475
PA3997	1323	771	815	2759	3012	2066
PA3998	2353	1394	1635	2078	2667	3873
PA3999	3643	2602	2875	16351	15337	10324
PA4000	2592	1629	2123	7146	6774	6099
PA4001	2094	1796	1743	5645	4871	3389
PA4002	1301	1106	889	2305	1862	1623
PA4003	1341	962	1072	5823	4619	3158
PA4004	825	411	485	1221	1743	1353
PA4005	392	342	245	1118	1054	485
PA4006	1239	749	601	1340	1845	1525
PA4007	1588	1000	1038	3734	3922	2150
PA4008	240	184	135	133	161	164
PA4009	581	593	482	262	284	494
PA4010	2349	1791	1526	2657	2803	3076
PA4011	1234	834	852	2725	3205	2503
PA4012	1827	1762	1215	1658	1793	1734
PA4013	451	284	306	639	833	682
PA4014	185	132	98	160	214	150
PA4015	2297	1720	1618	1914	1065	863
PA4016	1140	762	773	1059	1285	1301
PA4017	1637	1424	1226	1152	1270	1141
PA4018	362	262	256	305	416	431
PA4019	925	640	589	748	1122	1317
PA4020	2450	2124	1858	3755	4733	3841
PA4021	1740	1788	1100	2521	2126	2210
PA4022	4749	8068	4127	8660	2247	2040
PA4023	543	688	382	616	318	349
PA4024	836	956	696	1353	619	588
PA4025	734	753	464	698	398	354
PA4026	473	436	391	1746	994	901
PA4027	729	909	492	492	405	360
PA4027a	262	271	178	138	187	272
PA4029	549	301	268	815	675	399
PA4030	398	252	240	898	1098	591
PA4031	2151	1374	1457	14741	9543	4474
PA4032	1182	862	822	1444	1413	1168
PA4033	62	40	64	58	90	106
PA4034	65	74	67	329	491	403
PA4035	932	682	729	1583	2091	2130
PA4036	466	260	372	1257	1217	1256
PA4037	148	105	93	78	98	105
PA4038	76	87	59	80	65	96
PA4039	157	199	119	229	298	229
PA4040	576	580	421	422	348	536
PA4041	855	606	514	165	207	226
PA4042	589	391	493	486	712	760
PA4043	764	457	545	1137	1781	892
PA4044	3314	2751	2457	8451	8994	6947
PA4045	506	372	340	803	1123	886
PA4046	216	157	137	659	709	400
PA4047	1793	1422	1025	1944	1822	1079
PA4048	599	415	464	704	639	586
PA4049	1021	676	757	705	889	1305
PA4050	315	162	215	377	597	543
PA4051	326	273	296	399	662	492
PA4052	1690	1237	1165	3182	4152	2657
PA4053	3543	2623	2261	3813	4685	3585
PA4054	2084	1380	1166	2568	4104	2736
PA4055	1178	776	570	1587	2357	1139
PA4056	2014	1117	1150	1512	2020	2273
PA4057	529	365	326	999	1040	664
PA4060	101	98	71	137	258	318
PA4061	9644	5500	4542	4484	5674	4683
PA4062	444	280	184	77	154	145
PA4063	701	757	609	322	456	315
PA4064	303	161	174	126	192	142
PA4065	533	403	374	412	462	445
PA4066	383	247	281	270	285	259
PA4067	8118	3265	5152	196149	81103	73480
PA4068	1178	764	782	3772	4118	3588
PA4069	1461	1016	1017	3358	3691	2978
PA4070	344	339	279	486	376	511
PA4071	52	40	40	46	35	43
PA4072	334	236	201	497	384	669
PA4073	198	158	111	142	181	219
PA4074	175	186	127	235	233	154
PA4075	1190	528	637	398	663	897
PA4076	283	204	197	367	412	462
PA4077	147	112	103	223	307	212
PA4078	1744	1040	1118	283	378	323
PA4079	1967	1357	1215	1349	1638	1962
PA4080	321	181	167	328	359	350
PA4081	124	107	104	134	153	220
PA4082	255	272	182	651	658	687
PA4083	38	10	18	44	60	41
PA4084	1066	1261	748	243	255	326
PA4085	33	33	24	41	47	42
PA4086	96	98	99	716	616	379
PA4087	32	39	17	23	22	34
PA4088	34	36	27	43	30	58
PA4089	87	68	63	35	32	78
PA4090	818	953	579	890	326	321
PA4091	452	531	358	290	227	333
PA4092	171	161	116	114	103	87
PA4093	180	182	102	147	146	107
PA4094	407	423	324	739	643	673
PA4095	11	10	7	40	22	23
PA4096	23	20	15	19	29	25
PA4097	18	9	9	23	32	31
PA4098	61	34	39	56	63	65
PA4099	107	123	85	70	68	160
PA4100	154	153	117	158	158	228
PA4101	284	198	179	475	383	244
PA4102	214	153	160	301	258	226
PA4103	78	96	96	99	65	99
PA4104	37	26	23	78	80	61
PA4105	23	10	5	24	42	32
PA4106	33	38	23	45	52	45
PA4107	98	54	53	50	50	79
PA4108	2291	2054	1461	1350	845	1432
PA4108a	499	441	373	328	266	466
PA4109	593	559	417	645	800	735
PA4110	611	686	432	107314	109992	87123
PA4111	1073	854	766	10903	14687	16833
PA4112	4282	2948	2964	4187	5816	4484
PA4113	213	187	215	450	612	539
PA4114	1043	781	608	1525	1073	850
PA4115	1271	1361	1189	5769	4566	4307
PA4116	1059	774	687	512	570	563
PA4117	4427	3320	3334	2913	2885	2661
PA4118	516	373	455	833	1094	751
PA4119	284	145	204	381	708	406
PA4120	71	61	53	94	107	114
PA4121	44	31	20	70	61	46
PA4122	67	61	59	78	108	108
PA4123	153	160	143	262	261	273
PA4124	230	177	177	273	300	330
PA4125	87	75	77	97	119	123
PA4126	220	209	150	138	129	149
PA4127	297	228	247	177	219	249
PA4128	1564	974	949	224	624	466
PA4129	3641	2454	2470	600	1086	1337
PA4130	13669	10346	9258	3038	4842	4745
PA4131	13331	6508	7005	2070	3140	2808
PA4132	8290	3629	4734	2608	3878	4221
PA4133	22604	14956	14223	1799	2582	1833
PA4134	1563	831	978	137	253	173
PA4135	558	288	305	453	575	376
PA4136	344	172	277	156	320	266
PA4137	139	109	80	136	154	257
PA4138	95	97	84	361	561	372
PA4139	49	57	98	373	224	159
PA4140	75	85	73	142	157	169
PA4141	54648	49473	53959	848	713	1172
PA4142	663	740	884	129	133	100
PA4143	258	227	400	165	149	114
PA4144	152	141	227	67	100	116
PA4145	317	252	218	695	612	465
PA4145a	553	307	223	196	219	247
PA4147	9343	7374	3613	826	663	705
PA4148	698	223	95	51	67	76
PA4149	928	315	169	118	260	209
PA4150	1770	750	468	105	134	169
PA4151	1278	412	179	87	85	63
PA4152	1332	421	146	88	98	93
PA4153	2727	813	352	297	285	315
PA4154	779	697	815	1593	1550	1152
PA4155	871	837	1324	143	151	153
PA4156	1742	1624	1796	174	191	261
PA4157	766	532	452	643	1077	920
PA4158	214	174	107	71	79	65
PA4159	1137	858	614	47	54	68
PA4160	98	73	38	22	34	36
PA4161	126	104	73	94	104	94
PA4162	430	236	257	249	362	307
PA4163	2396	1640	1624	3380	4255	4843
PA4164	480	271	268	353	460	758
PA4165	230	211	150	511	619	774
PA4166	72	49	43	142	128	128
PA4167	162	145	115	144	142	168
PA4168	858	1324	648	664	623	1049
PA4169	150	118	69	203	169	149
PA4170	326	573	205	390	394	414
PA4171	611	812	1020	190	190	163
PA4172	438	574	729	44	118	84
PA4173	51	58	53	32	24	33
PA4174	179	174	104	374	305	291
PA4175	1340	681	762	1013	1263	1460
PA4176	10238	7818	5875	2567	2054	2427
PA4177	40	30	18	64	66	38
PA4178	118	96	87	144	163	115
PA4179	263	181	124	240	374	360
PA4180	2385	1775	1373	1894	2089	2129
PA4181	157	135	115	172	215	244
PA4182	206	131	120	369	351	365
PA4183	280	209	213	441	393	484
PA4184	493	400	322	329	434	509
PA4185	447	381	328	397	560	477
PA4186	654	583	472	998	1130	1611
PA4187	83	70	89	141	133	121
PA4188	28	30	25	74	75	80
PA4189	81	48	55	100	127	176
PA4190	1577	902	1039	1791	1733	1867
PA4191	121	65	65	277	374	405
PA4192	23	13	6	83	81	82
PA4193	24	35	32	57	47	46
PA4194	35	50	39	123	89	90
PA4195	193	133	104	141	185	95
PA4196	814	646	502	363	357	344
PA4197	1719	1697	1248	592	699	888
PA4198	1586	1353	936	1175	957	992
PA4199	3207	3242	2046	1854	1747	2044
PA4200	652	461	280	670	708	814
PA4201	1898	1738	1258	1942	2317	2614
PA4202	3544	2837	1441	733	1143	1387
