Geneid	B1P.sam	B2P.sam	B3P.sam	P1P.sam	P2P.sam	P3P.sam
PA2110	453	117	220	64	109	104
PA2111	1054	324	422	165	239	123
PA2112	982	311	360	269	219	150
PA2113	2150	647	1139	533	516	301
PA2114	5855	2566	3055	1353	1270	512
PA2115	258	75	114	315	255	130
PA2116	1298	376	511	630	797	235
PA2117	769	234	515	332	541	244
PA2118	288	157	233	219	258	131
PA2118a	609	424	493	371	483	229
PA2119	3231	1015	1856	8288	14861	3838
PA2120	572	243	467	103	196	55
PA2121	944	424	546	215	332	131
PA2122	628	412	613	138	249	85
PA2123	619	356	425	206	325	85
PA2124	182	108	126	54	59	26
PA2125	134	59	49	274	518	133
PA2126	100	27	53	944	2431	486
PA2127	433	227	316	4302	8485	2134
PA2128	140	39	72	182	355	167
PA2129	11	10	12	12	20	24
PA2130	357	177	248	228	215	142
PA2131	78	29	44	46	34	25
PA2132	32	5	11	21	16	16
PA2133	45	24	35	30	31	24
PA2134	1440	2612	2591	44	30	18
PA2135	340	450	536	31	47	14
PA2136	267	168	279	114	182	78
PA2137	254	35	57	35	36	28
PA2138	2115	234	294	108	126	63
PA2140	133	229	308	2	11	8
PA2141	176	165	300	3	4	6
PA2142	994	704	1248	16	45	25
PA2142a	306	202	357	6	20	4
PA2143	1696	1722	1936	31	28	26
PA2144	4015	2829	4925	426	385	202
PA2145	304	257	400	21	24	16
PA2146	4753	10023	8269	11	14	14
PA2147	2933	1619	3135	203	246	86
PA2148	632	412	735	18	21	21
PA2149	29	33	58	0	1	1
PA2150	312	321	518	50	54	22
PA2151	3242	1686	3416	151	147	81
PA2152	2051	1670	2314	272	445	165
PA2153	1275	1319	1729	96	77	38
PA2154	376	366	500	14	16	7
PA2155	583	462	726	36	38	24
PA2156	123	126	193	7	7	10
PA2157	645	591	914	47	89	54
PA2158	2142	1597	2857	59	80	37
PA2159	2019	1832	2885	38	35	9
PA2160	3854	3402	5386	66	114	73
PA2161	87	63	119	7	3	2
PA2162	2080	1581	2558	50	89	58
PA2163	1559	1055	1931	23	30	26
PA2164	2505	1640	2709	68	63	35
PA2165	3250	2049	3565	76	92	48
PA2166	2949	653	648	73	71	42
PA2167	1168	861	1600	81	164	42
PA2168	220	146	288	35	32	18
PA2169	579	1087	872	11	12	4
PA2170	156	202	285	4	2	4
PA2171	1464	1669	3100	24	34	24
PA2172	1130	1474	1864	74	47	37
PA2173	573	587	841	43	24	24
PA2173a	896	553	790	13	10	16
PA2174	1698	1539	1678	33	25	32
PA2175	630	400	593	92	181	117
PA2176	1694	931	1474	127	266	54
PA2177	1766	1039	1550	335	479	238
PA2178	436	378	496	25	34	13
PA2179	828	762	1081	73	130	50
PA2180	1083	1073	1898	31	24	18
PA2181	1135	970	1680	64	61	41
PA2182	218	225	311	42	44	22
PA2183	289	239	358	27	43	10
PA2184	672	1143	911	46	44	33
PA2185	929	1021	1307	79	78	70
PA2187	350	438	659	21	30	14
PA2188	324	358	477	45	61	19
PA2189	187	160	184	46	110	30
PA2190	3483	5150	5276	48	46	25
PA2191	574	374	616	228	234	127
PA2192	418	663	637	33	43	26
PA2193	385	152	339	487	818	239
PA2194	878	308	457	1577	2090	867
PA2195	915	383	611	1481	1568	969
PA2196	466	151	211	442	307	195
PA2197	746	198	351	802	829	371
PA2198	145	17	51	218	196	124
PA2199	1228	483	684	1954	1730	1198
PA2200	633	221	327	560	840	344
PA2201	312	95	182	298	417	127
PA2202	93	22	46	150	211	113
PA2203	28	12	24	120	92	48
PA2204	215	183	231	1059	998	533
PA2205	164	128	139	108	187	56
PA2206	572	245	449	331	360	193
PA2207	76	26	50	33	74	28
PA2208	16	10	18	11	0	6
PA2209	95	39	66	42	34	32
PA2210	181	107	196	61	81	22
PA2211	75	54	68	27	28	23
PA2212	179	106	141	85	97	72
PA2213	66	66	75	29	40	27
PA2214	43	31	31	42	23	12
PA2215	91	30	59	63	84	49
PA2216	63	40	44	44	60	31
PA2217	108	63	63	77	87	79
PA2218	256	127	187	230	232	110
PA2219	176	65	104	120	191	90
PA2220	636	233	409	984	1355	625
PA2221	341	120	168	113	119	107
PA2222	47	29	20	88	22	45
PA2223	53	36	45	109	27	63
PA2224	39	3	32	13	3	5
PA2225	65	36	48	15	3	6
PA2226	93	50	84	14	6	19
PA2227	111	52	51	50	7	21
PA2228	61	78	67	66	11	14
PA2229	675	297	511	720	1401	387
PA2230	389	110	221	369	592	219
PA2231	1310	698	849	746	832	482
PA2232	1511	718	1141	960	1084	568
PA2233	716	314	589	324	472	254
PA2234	563	296	396	511	554	354
PA2235	1738	866	1440	1833	2113	1213
PA2236	825	361	724	380	750	339
PA2237	973	447	845	628	878	356
PA2238	965	413	880	567	756	234
PA2239	443	300	472	223	377	158
PA2240	704	336	792	299	498	186
PA2241	245	187	312	117	188	71
PA2242	546	506	714	471	596	191
PA2243	154	82	128	94	114	64
PA2244	1008	465	919	242	256	149
PA2246	355	262	249	406	262	256
PA2247	9504	5069	8412	1482	2173	1078
PA2248	3410	1527	2391	780	490	500
PA2249	3237	1513	2321	597	726	555
PA2250	5146	2262	3750	1165	1003	821
PA2251	876	172	249	460	377	312
PA2252	580	260	404	5784	2474	2300
PA2253	182	87	133	1475	857	1141
PA2254	57	17	33	130	93	61
PA2255	76	40	55	41	60	37
PA2256	38	21	28	57	69	43
PA2257	9	14	21	11	19	12
PA2258	120	37	102	220	269	89
PA2259	4407	3143	3662	2127	3902	1692
PA2260	1014	605	600	173	828	250
PA2261	994	609	634	117	636	182
PA2262	828	383	500	110	374	116
PA2263	1186	555	564	116	245	97
PA2264	692	339	429	1599	2143	911
PA2265	960	557	659	2270	3136	1278
PA2266	1451	599	936	1651	2721	690
PA2267	354	173	255	636	623	367
PA2268	228	84	257	271	253	149
PA2269	160	97	150	425	500	222
PA2270	416	190	279	808	897	362
PA2271	185	68	125	263	292	155
PA2272	1003	468	765	1585	1592	839
PA2273	357	113	184	172	192	217
PA2274	99	98	90	30	30	20
PA2275	364	134	238	115	150	50
PA2276	350	156	276	238	210	107
PA2277	540	266	530	104	119	21
PA2278	224	126	274	134	157	86
PA2279	121	110	212	189	182	74
PA2280	499	366	670	373	412	148
PA2281	705	373	559	722	714	290
PA2282	65	35	42	118	69	48
PA2283	72	31	35	140	94	65
PA2284	60	64	84	40	75	58
PA2285	41	30	16	157	158	60
PA2286	112	56	112	121	166	109
PA2287	244	58	87	159	195	88
PA2288	239	76	94	132	205	84
PA2289	827	380	635	1655	2311	813
PA2290	4790	2285	3344	5493	7275	3331
PA2291	1798	760	1205	2359	1838	1146
PA2292	33	19	28	142	218	156
PA2293	21	19	12	16	65	40
PA2294	61	28	28	90	100	47
PA2295	24	9	12	25	23	18
PA2296	191	84	135	120	202	77
PA2297	61	24	28	81	174	34
PA2298	316	113	207	402	747	302
PA2299	264	100	122	261	271	147
PA2300	2508	2078	3587	171	197	92
PA2301	808	419	664	312	349	105
PA2302	4398	2770	5196	775	1114	734
PA2303	1084	589	850	201	308	113
PA2304	787	457	595	141	301	123
PA2305	4682	2470	3723	1568	2543	979
PA2306	658	397	487	531	269	242
PA2307	62	48	52	44	39	41
PA2308	38	21	38	23	42	14
PA2309	87	69	84	49	72	25
PA2310	84	24	48	29	42	17
PA2311	53	12	44	27	67	15
PA2312	70	29	34	92	72	54
PA2312a	90	60	50	157	117	102
PA2314	32	43	25	28	64	20
PA2315	70	33	49	31	25	20
PA2316	343	148	221	286	261	170
PA2317	1257	470	721	212	390	147
PA2318	1610	659	876	307	326	194
PA2319	692	298	448	767	820	370
PA2320	521	234	327	1097	1854	1134
PA2321	695	235	453	4209	3585	2165
PA2322	298	166	258	3251	1983	1291
PA2323	849	369	636	6762	9075	4188
PA2324	29	23	20	72	118	44
PA2325	60	28	45	41	111	34
PA2326	146	49	99	82	87	38
PA2327	764	193	353	227	337	138
PA2328	893	246	372	263	574	175
PA2329	426	117	222	77	268	147
PA2330	880	200	296	218	513	296
PA2331	2894	831	1235	622	1149	474
PA2332	409	167	276	482	612	218
PA2333	119	85	102	258	334	139
PA2334	63	26	59	69	39	37
PA2335	88	49	80	97	65	43
PA2336	57	40	46	64	52	37
PA2337	709	381	629	408	498	221
PA2338	714	367	602	88	102	33
PA2339	287	208	253	82	130	65
PA2340	104	58	71	63	76	37
PA2341	243	89	129	46	46	32
PA2342	281	135	181	96	96	43
PA2343	72	24	44	15	17	17
PA2344	337	141	183	164	226	142
PA2345	1155	384	654	283	457	187
PA2346	131	57	103	65	82	34
PA2347	46	38	48	48	39	28
PA2348	56	33	21	46	47	28
PA2349	65	34	64	60	71	37
PA2350	55	36	53	20	41	24
PA2351	67	37	40	43	43	37
PA2352	177	88	78	904	688	606
PA2353	517	192	244	536	622	301
PA2354	67	34	47	74	141	43
PA2355	195	103	150	107	257	44
PA2356	76	25	45	77	131	51
PA2357	43	23	36	76	117	38
PA2358	843	538	547	553	911	271
PA2359	167	82	115	213	291	80
PA2360	407	111	229	81	93	51
PA2361	655	206	319	199	203	118
PA2362	171	50	76	24	17	21
PA2363	1299	540	796	252	305	162
PA2364	604	371	430	159	247	170
PA2365	809	537	531	99	77	59
PA2366	1652	704	885	163	224	123
PA2367	542	327	323	47	129	28
PA2368	63	23	32	0	10	1
PA2369	586	214	308	41	45	36
PA2370	227	86	121	11	21	17
PA2371	1089	432	775	138	147	50
PA2373	1095	678	1204	270	361	148
PA2374	382	164	246	31	35	18
PA2375	1007	451	676	18	38	15
PA2376	752	362	526	154	255	102
PA2377	328	147	196	171	208	78
PA2378	2752	1557	2232	3545	3491	1461
PA2379	347	213	311	770	556	384
PA2380	423	317	373	187	252	127
PA2381	5479	7796	6917	303	814	170
PA2382	2324	1224	1419	494	831	232
PA2383	598	223	404	129	238	122
PA2384	1416	509	869	196	39	69
PA2385	2562	376	740	360	79	103
PA2386	6480	1252	1702	847	163	181
PA2387	676	254	384	265	293	134
PA2388	1865	803	1234	1436	1281	693
PA2389	1694	298	493	520	523	137
PA2390	942	221	330	502	517	231
PA2391	575	110	184	274	297	161
PA2392	2661	418	564	406	151	130
PA2393	1491	390	461	326	61	86
PA2394	2445	462	690	336	161	74
PA2395	1442	315	425	321	83	54
PA2396	3035	939	1243	992	439	327
PA2397	1789	1026	1184	548	683	342
PA2398	2438	1224	1506	2909	755	1459
PA2399	8049	2654	5770	2504	1296	1086
PA2400	6286	1993	5139	2133	1156	790
PA2402	14919	2823	6172	3898	1463	1338
PA2403	7316	2631	3668	1007	378	312
PA2404	1729	599	1061	382	81	195
PA2405	2463	1138	1407	469	127	159
PA2406	1265	417	792	224	46	90
PA2407	2289	1065	1224	889	209	290
PA2408	1222	389	572	284	102	189
PA2409	1289	413	641	549	90	243
PA2410	3479	1552	2147	1197	400	632
PA2411	14566	2133	4192	765	122	156
PA2412	1516	317	453	54	16	33
PA2413	3945	576	952	425	87	99
PA2414	1364	620	1271	157	226	66
PA2415	427	288	391	53	105	29
PA2416	830	438	625	159	277	102
PA2417	960	426	724	361	777	266
PA2418	168	96	148	41	115	103
PA2419	117	105	133	143	133	86
PA2420	142	67	74	49	55	40
PA2421	171	56	78	93	116	58
PA2422	105	101	74	54	68	49
PA2423	1378	845	1041	450	495	204
PA2424	11828	2555	5238	1155	461	405
PA2425	3284	468	881	92	33	29
PA2426	2314	863	1268	84	35	21
PA2427	2380	377	789	39	12	18
PA2428	93	44	63	78	72	62
PA2429	157	53	100	32	47	15
PA2430	354	135	249	69	137	76
PA2431	559	270	388	298	386	119
PA2432	165	71	97	303	334	195
PA2433	4339	4439	4685	215	247	73
PA2434	706	483	598	101	130	46
PA2435	1598	739	1156	314	559	234
PA2436	403	144	215	639	427	287
PA2437	121	72	74	48	55	68
PA2438	207	87	187	91	101	46
PA2439	488	238	287	90	200	90
PA2440	178	74	127	187	375	93
PA2441	251	101	234	121	195	103
PA2442	1019	532	967	303	269	190
PA2443	1949	876	1571	512	319	218
PA2444	582	362	666	562	311	328
PA2445	3637	2083	3651	3263	2365	1860
PA2446	688	324	574	382	398	313
PA2447	283	166	192	113	176	91
PA2448	1145	779	1167	268	357	144
PA2449	1191	352	592	1286	1410	632
PA2450	638	215	406	359	380	178
PA2453	154	81	95	1312	1918	530
PA2454	171	108	148	699	682	352
PA2455	369	143	247	469	711	204
PA2457	213	86	128	194	211	106
PA2458	1168	672	797	922	986	389
PA2459	810	333	718	186	179	164
PA2460	223	96	182	102	150	74
PA2461	701	170	407	116	28	83
PA2462	3213	1806	2726	3932	3502	3174
PA2463	170	71	116	315	321	172
PA2464	1404	544	558	553	460	297
PA2465	84	34	44	23	46	22
PA2466	697	272	420	241	240	122
PA2467	796	196	310	97	101	57
PA2468	1402	475	577	133	119	81
PA2469	824	280	453	277	497	138
PA2470	196	88	126	99	77	63
PA2471	233	154	194	120	166	65
PA2472	67	74	57	29	41	35
PA2473	28	23	36	24	15	7
PA2474	176	58	68	23	41	9
PA2475	1197	609	652	164	184	78
PA2476	1442	532	971	427	416	192
PA2477	451	171	277	116	100	31
PA2478	822	451	733	126	123	92
PA2479	284	152	287	169	295	149
PA2480	1361	454	775	559	749	306
PA2481	1833	574	1094	1227	2506	472
PA2482	1828	781	1210	1119	2283	1024
PA2483	5087	2170	2965	2251	1906	1315
PA2484	1212	629	773	876	1038	542
PA2485	359	266	353	40	85	18
PA2486	392	413	366	71	89	25
PA2487	137	58	123	71	87	47
PA2488	459	221	397	126	178	52
PA2489	613	298	387	222	307	146
PA2490	158	88	99	95	149	58
PA2491	6495	3078	4570	2675	2845	1439
PA2492	1713	969	1382	1691	1841	950
PA2493	177	80	107	82	178	36
PA2494	347	181	211	270	234	154
PA2495	122	48	91	75	104	72
PA2496	149	50	84	129	201	55
PA2497	264	116	192	146	182	122
PA2498	58	22	48	32	37	41
PA2499	6	28	25	16	41	12
PA2500	415	195	317	1555	4437	967
PA2501	54	44	65	641	649	752
PA2502	304	83	126	498	405	205
PA2503	564	219	279	714	792	292
PA2504	1577	980	1334	214	358	134
PA2505	156	96	161	104	155	58
PA2506	1325	961	1375	6	11	11
PA2507	8287	9111	15893	52	89	36
PA2508	3162	3830	6696	30	62	8
PA2509	2565	3199	6101	54	76	30
PA2510	720	290	468	296	486	106
PA2511	5866	2922	4857	208	352	112
PA2512	11205	22973	22043	164	127	90
PA2513	5121	7608	10131	69	79	18
PA2514	6359	9663	12623	70	113	52
PA2515	3060	3102	4540	15	38	10
PA2516	1071	722	1181	33	20	21
PA2517	499	364	600	6	4	4
PA2518	1476	818	881	37	46	30
PA2519	4551	2887	4354	166	232	72
PA2520	579	235	320	344	438	240
PA2521	68	45	44	36	59	36
PA2522	27	17	40	30	42	26
PA2523	134	96	68	105	74	65
PA2524	705	296	533	554	542	244
PA2525	815	366	436	963	1378	469
PA2526	996	381	597	1373	1560	564
PA2527	1247	523	744	1484	1773	814
PA2528	655	303	492	927	987	447
PA2529	827	526	653	1137	1371	609
PA2530	765	442	683	1212	1391	669
PA2531	1047	266	393	206	260	105
PA2532	4863	2185	3303	1372	1828	749
PA2533	1646	674	941	1357	1600	704
PA2534	246	99	166	266	364	172
PA2535	294	165	201	484	400	362
PA2536	467	244	258	1568	973	709
PA2537	183	86	159	424	486	183
PA2538	38	15	32	161	124	102
PA2539	140	39	52	494	376	215
PA2540	556	169	233	1372	1370	623
PA2541	558	210	300	693	717	316
PA2542	503	232	439	1822	1955	1025
PA2543	764	306	486	1295	1504	655
PA2544	2462	1240	1607	453	504	169
PA2545	1590	992	1176	2319	2522	820
PA2546	335	191	222	360	508	233
PA2547	319	135	155	207	242	110
PA2548	174	90	142	164	173	115
PA2549	759	345	437	717	622	354
PA2550	688	264	467	266	366	137
PA2551	965	424	725	729	644	455
PA2552	6383	2247	4067	493	395	280
PA2553	5491	1798	3488	276	212	133
PA2554	5154	1713	3754	212	202	139
PA2555	11720	4723	9241	536	979	207
PA2556	1026	333	667	431	478	182
PA2557	1637	875	1319	275	291	148
PA2558	452	167	281	440	482	155
PA2559	3425	1515	2254	1639	2241	822
PA2559a	742	260	432	553	538	194
PA2560	961	371	609	413	431	199
PA2561	804	311	412	350	415	208
PA2562	7794	4059	6487	832	2269	678
PA2563	943	651	969	408	382	175
PA2564	1868	1071	1696	148	130	80
PA2565	454	260	360	18	24	13
PA2566	3170	2358	3095	103	102	52
PA2567	668	283	505	2817	5167	1517
PA2568	2572	1075	1492	734	926	302
PA2569	420	313	479	248	207	116
PA2570	2236	2039	2049	7	29	18
PA2570.1	505	235	294	432	555	480
PA2571	3330	1652	2432	346	506	222
PA2572	1480	1075	1425	314	223	195
PA2573	3688	1973	2624	734	675	498
PA2574	770	700	659	242	341	182
PA2575	657	463	658	3351	1630	1666
PA2576	264	165	187	441	785	269
PA2577	122	88	92	486	324	346
PA2578	171	82	143	289	419	182
PA2579	967	459	673	2045	1770	995
PA2580	364	256	325	220	278	145
PA2581	505	334	322	1600	1258	993
PA2581.1	65	21	57	50	72	38
PA2582	6095	2991	4179	3799	6315	2432
PA2583	3967	1407	2663	2326	3510	1431
PA2583.1	49	18	36	14	14	21
PA2584	1109	594	847	1463	1183	485
PA2585	1631	794	1219	2864	3069	1498
PA2586	7612	3659	4973	2943	3500	1901
PA2587	3140	1783	2318	3305	3074	1636
PA2588	1536	1065	1463	684	651	462
PA2589	287	221	267	144	145	84
PA2590	178	98	134	146	168	101
PA2591	2387	1554	2245	628	954	546
PA2592	3420	1808	2369	722	679	500
PA2593	241	63	123	62	82	19
PA2594	437	171	284	386	281	156
PA2595	186	127	150	259	419	141
PA2596	91	21	46	98	155	29
PA2597	121	46	70	118	136	58
PA2598	87	55	65	196	251	77
PA2599	256	76	144	211	220	108
PA2600	167	76	97	330	349	154
PA2601	732	258	417	457	499	206
PA2602	76	51	94	81	116	42
PA2603	527	231	305	727	889	303
PA2603.1	35	12	25	16	35	16
PA2604	12287	10148	9348	3714	4624	1313
PA2605	1268	941	1305	201	848	127
PA2606	303	161	214	363	264	128
PA2607	258	128	227	201	267	132
PA2608	260	202	238	424	354	256
PA2609	886	633	706	1020	1064	576
PA2610	750	395	569	633	776	342
PA2611	1500	557	1063	2736	3634	2057
PA2612	2142	1053	1687	9176	8468	4176
PA2613	1422	509	944	3763	4987	1926
PA2614	1038	602	826	2539	3511	1294
PA2615	6762	2523	4340	14069	17863	7188
PA2616	2077	1251	1479	8088	5511	5303
PA2617	454	290	351	608	837	229
PA2618	576	489	597	516	439	220
PA2619	817	385	447	2307	1177	1189
PA2620	14275	7943	9769	12003	9892	8438
PA2621	2508	2048	2017	1215	1042	1434
PA2622	5189	3514	5113	1031	2178	917
PA2623	29328	14703	19180	47439	34741	28737
PA2624	3240	2784	3109	26253	15096	16025
PA2625	468	262	352	417	540	194
PA2626	3796	1885	2683	5149	6257	2417
PA2627	614	208	372	1435	1267	671
PA2628	382	169	295	395	374	142
PA2629	1529	771	981	6014	3128	2446
PA2630	872	240	365	4015	4650	2452
PA2631	1418	964	988	2589	2375	1640
PA2632	793	421	573	727	1181	247
PA2633	1758	935	1378	839	1399	326
PA2634	2521	2933	2651	5389	2307	2830
PA2635	635	297	422	232	374	169
PA2636	225	170	201	80	134	37
PA2637	1236	1083	956	2025	1176	1258
PA2638	2512	2408	2473	7946	6442	3307
PA2639	4095	3301	4319	16863	17486	8034
PA2640	820	540	743	1954	2388	1285
PA2641	3347	1560	2622	8313	8226	5045
PA2642	5737	3144	4671	19683	19806	12736
PA2643	1516	1206	1511	3995	5035	1735
PA2644	622	551	848	3800	3618	1747
PA2645	662	492	601	1559	1714	939
PA2646	585	304	469	713	1194	730
PA2647	2806	2343	2838	8634	7618	3917
PA2648	1646	1555	1949	5369	5329	2429
PA2649	1984	1609	2316	7583	6612	2602
PA2650	232	119	156	257	345	175
PA2651	1036	439	630	1380	1211	630
PA2652	249	134	171	1318	1078	684
PA2653	441	213	303	1837	975	735
PA2654	1176	471	615	2660	3949	1810
PA2655	436	160	276	478	703	429
PA2656	1015	529	1044	997	1003	497
PA2657	1617	1165	1828	1242	1316	608
PA2658	1077	947	1716	844	685	495
PA2659	2898	4341	4790	1031	1382	773
PA2660	532	274	358	924	700	391
PA2661	686	187	186	605	693	318
PA2662	2447	241	294	596	774	379
PA2663	1003	77	69	130	338	224
PA2664	8530	649	738	263	1392	768
PA2665	2518	662	1164	1162	1452	820
PA2666	442	395	390	612	430	211
PA2667	787	347	446	2929	583	627
PA2669	152	94	119	99	115	52
PA2670	291	170	260	129	260	70
PA2671	188	104	124	109	158	45
PA2672	32	13	19	37	25	19
PA2673	40	20	31	34	25	12
PA2674	27	20	20	10	17	8
PA2675	47	25	36	33	45	21
PA2676	87	36	55	61	79	35
PA2677	137	73	96	149	148	120
PA2678	104	75	101	107	132	97
PA2679	1284	1089	1403	827	765	480
PA2680	128	54	86	105	154	62
PA2681	237	137	205	100	153	75
PA2682	6432	6080	6646	544	592	222
PA2683	1991	1045	1546	1167	1097	474
PA2684	1478	510	850	4828	6042	3017
PA2685	2823	730	1354	5198	5617	2758
PA2686	1156	310	449	208	172	97
PA2687	2070	456	677	342	331	157
PA2688	578	196	378	223	297	156
PA2689	248	130	151	79	112	104
PA2690	542	188	265	343	411	202
PA2691	5404	1061	1294	302	333	191
PA2692	948	221	366	1026	822	432
PA2693	198	95	201	270	246	134
PA2694	319	176	307	107	225	88
PA2695	1154	393	689	782	955	348
PA2696	243	151	167	166	180	126
PA2697	66	26	48	37	54	18
PA2698	164	72	86	208	186	145
PA2699	407	237	339	93	93	40
PA2700	140	104	99	62	50	37
PA2701	230	118	135	102	73	46
PA2702	296	189	210	158	240	147
PA2703	73	25	33	105	97	45
PA2704	334	202	283	402	464	170
PA2705	823	532	747	1240	2096	848
PA2706	327	244	312	748	626	394
PA2707	1436	1000	1354	3046	3674	1777
PA2708	502	342	424	314	287	152
PA2709	2127	1159	1528	4512	4121	2218
PA2710	569	252	397	427	549	183
PA2711	269	282	324	205	268	115
PA2712	431	303	388	394	707	192
PA2713	341	197	261	396	505	313
PA2714	132	78	106	423	431	267
PA2715	39	13	45	68	73	48
PA2716	803	258	564	171	279	89
PA2717	1251	538	643	119	123	59
PA2718	463	240	287	294	281	278
PA2719	254	129	150	183	333	116
PA2720	689	261	363	666	524	292
PA2721	970	504	710	84	140	55
PA2722	342	196	184	66	45	40
PA2723	269	138	215	286	236	135
PA2724	101	64	130	112	174	25
PA2725	606	297	426	745	1024	489
PA2726	273	146	181	371	404	168
PA2729	350	223	316	560	804	295
PA2730	291	192	206	1873	450	851
PA2732	2494	1780	2192	8728	9531	5597
PA2733	274	222	255	1644	1542	1216
PA2734	1935	1003	1578	5928	6115	4756
PA2735	2135	1109	1624	7586	6861	6516
PA2736	762	211	486	818	736	532
PA2736.1	29	6	27	45	24	89
PA2737	1683	807	1056	4182	2861	2836
PA2738	3967	3248	2476	6571	6150	7766
PA2739	3417	1635	2691	11347	11548	6731
PA2740	1585	782	1220	5432	4862	3464
PA2741	14083	15624	14355	94984	67571	44107
PA2742	3992	4576	4626	23927	23690	19316
PA2743	16397	12150	14731	46124	50142	37653
PA2744	5337	2546	3410	15930	14495	13385
PA2744.1	33	22	30	62	67	48
PA2745	266	92	186	456	634	254
PA2746	4811	5542	4313	160	325	65
PA2746a	1185	795	736	397	328	216
PA2747	4422	963	1167	451	573	317
PA2747a	492	232	301	306	260	163
PA2748	957	361	438	703	665	329
PA2749	447	211	323	649	659	221
PA2750	357	136	239	425	543	227
PA2750a	152	53	94	125	200	120
PA2751	1135	443	743	341	392	145
PA2752	224	71	115	77	103	35
PA2753	516	175	321	2842	4544	1546
PA2754	734	273	496	1880	3161	1614
PA2754a	220	101	159	338	650	365
