Geneid	B1C.sam	B2C.sam	B3C.sam	P1C.sam	P2C.sam	P3C.sam
PA3670	385	282	107	816	898	1307
PA3671	222	170	39	463	351	527
PA3672	434	224	134	356	645	780
PA3673	2107	2004	851	3436	3565	3343
PA3674	1291	826	751	1995	1679	1903
PA3675	978	723	315	2715	2752	2495
PA3676	936	895	334	2075	2985	3030
PA3677	321	369	220	492	624	1058
PA3678	976	894	642	1190	1466	2119
PA3679	752	631	291	577	1569	1726
PA3680	410	437	176	241	646	748
PA3681	625	516	117	151	290	374
PA3682	587	534	259	167	278	356
PA3683	561	553	236	1059	1308	1453
PA3684	368	310	174	172	345	483
PA3685	1129	1093	269	630	1268	1041
PA3686	9096	7514	2104	10698	16545	9246
PA3687	6315	8137	2558	1764	1914	3094
PA3688	6500	3973	1437	210	224	328
PA3689	4616	2938	1166	772	874	1126
PA3690	2911	13599	4402	1590	1874	2602
PA3691	6444	8598	3992	906	583	1222
PA3692	13410	19213	8205	2886	2263	2358
PA3693	694	761	203	422	737	665
PA3694	485	370	131	457	523	383
PA3695	1021	1179	353	1096	990	1168
PA3696	726	724	220	629	800	860
PA3697	2691	2359	663	2753	1977	2558
PA3698	1044	989	491	629	658	1079
PA3699	953	837	284	628	743	979
PA3700	2737	2564	875	12326	9785	8986
PA3701	5952	4644	1988	7881	8946	6654
PA3702	1356	1993	409	1203	1508	1691
PA3703	2375	3142	832	1457	1594	1825
PA3704	1560	2546	800	1460	2226	2591
PA3705	454	544	207	487	618	684
PA3706	1385	1829	684	873	1581	1878
PA3707	804	1121	394	427	870	1053
PA3708	5623	6128	1671	5727	5532	6194
PA3709	1726	1447	577	711	545	950
PA3710	1588	1250	627	497	548	852
PA3711	2177	2042	424	364	461	674
PA3712	4300	4489	1433	447	416	718
PA3713	475	396	185	639	929	1051
PA3714	118	70	33	110	138	124
PA3715	431	402	169	884	1232	1258
PA3716	2110	1778	425	11685	11886	11258
PA3717	326	211	99	613	492	490
PA3718	295	130	85	203	290	276
PA3719	73	62	35	22	19	46
PA3720	567	264	302	102	100	272
PA3721	669	395	227	596	790	884
PA3722	657	520	301	385	497	441
PA3723	9485	10840	2569	338	364	520
PA3724	129472	278330	56785	1159	861	1335
PA3725	1561	1537	470	1009	1910	1825
PA3726	1113	784	371	908	1668	1091
PA3727	104	107	38	733	933	928
PA3728	1095	1015	274	7912	10213	11142
PA3729	1288	1156	291	8778	10724	11760
PA3730	157	113	46	520	631	805
PA3731	1673	1877	455	3733	4696	5187
PA3732	2465	1714	1383	2807	4024	4554
PA3733	3136	2676	1185	879	1126	1431
PA3733a	1908	2469	1161	136	128	184
PA3734	1776	1490	562	164	158	232
PA3735	3223	2470	663	4927	6780	7056
PA3736	4664	3786	1873	6447	9188	8519
PA3737	11390	7719	3912	7060	9041	7109
PA3738	660	643	283	613	645	725
PA3739	1191	1372	615	592	640	708
PA3740	1814	1780	466	251	267	322
PA3741	241	183	100	381	622	479
PA3742	3317	1651	858	24832	26717	24732
PA3743	10416	7647	3462	14938	25309	23194
PA3744	17032	11929	3528	21738	37384	22644
PA3745	2903	2054	783	4604	8196	5286
PA3746	4777	4874	1162	6031	9688	7802
PA3747	1571	973	547	1815	1797	2216
PA3748	832	827	210	1865	1166	1341
PA3749	324	190	83	175	335	296
PA3750	216	318	51	92	176	380
PA3751	2342	3072	916	2727	4504	3933
PA3752	201	196	94	97	141	213
PA3753	3145	3274	788	2560	2617	3129
PA3754	2567	2151	964	1560	1320	2288
PA3755	1185	931	362	924	645	1114
PA3756	984	750	460	1225	576	1035
PA3757	386	283	122	284	185	229
PA3758	482	407	173	506	322	477
PA3759	285	277	82	247	224	316
PA3760	609	697	150	454	632	944
PA3761	509	465	191	317	443	659
PA3762	1102	815	376	573	635	906
PA3763	11874	11842	2841	12510	20052	20193
PA3764	1238	1119	272	1921	1284	1364
PA3765	196	163	47	99	77	125
PA3766	945	427	177	900	1057	1154
PA3767	1559	1076	352	498	726	940
PA3768	4088	2379	550	2563	3323	4121
PA3769	5133	4465	1618	11175	15868	14312
PA3770	7215	5639	1463	11683	12453	12869
PA3771	620	458	201	180	232	344
PA3772	155	73	59	62	38	48
PA3773	61	33	12	22	20	34
PA3774	24	36	14	21	23	22
PA3775	141	56	27	37	57	136
PA3776	50	70	31	32	71	82
PA3777	1100	887	372	588	1257	1272
PA3778	419	364	93	444	769	751
PA3779	430	553	286	702	548	758
PA3780	66	53	17	82	97	94
PA3781	175	171	61	454	463	613
PA3782	836	674	231	296	590	810
PA3783	1100	1556	541	265	307	265
PA3784	3325	4102	1503	250	587	490
PA3785	10635	11279	5668	954	1103	978
PA3786	4811	5396	2661	1211	755	1241
PA3787	3149	2426	710	1030	972	818
PA3788	931	786	375	151	197	222
PA3789	1647	2285	723	405	793	715
PA3790	9447	10780	3338	3510	5878	2789
PA3791	3714	4562	1873	449	613	608
PA3792	9957	8728	2574	7944	5524	6397
PA3793	351	479	103	1377	1156	1220
PA3794	283	246	181	479	834	845
PA3795	3803	3597	1132	1590	1210	1481
PA3796	1277	1583	383	470	549	742
PA3797	1819	1696	438	991	1532	2329
PA3798	1906	1778	562	1806	2457	2201
PA3799	3716	3684	1361	5261	8087	6175
PA3800	5816	6359	1931	11238	19089	17577
PA3801	2141	2343	542	3356	4886	5305
PA3802	2998	2966	771	5564	8011	8285
PA3803	3981	3665	1110	8477	9666	10038
PA3804	1940	1812	647	4095	4076	5020
PA3805	1963	1758	413	2520	3165	3434
PA3806	6327	5323	2396	8143	14235	11611
PA3807	5008	4751	2197	17989	25370	17566
PA3808	3347	2956	1219	1161	1883	1731
PA3809	1486	1691	474	1165	1576	1377
PA3810	7760	8117	2773	3941	7890	7165
PA3811	5301	5811	1910	2786	3457	3635
PA3812	4568	4395	2432	1488	2709	2838
PA3813	5879	6872	2580	3106	3088	3024
PA3814	39712	33269	14471	12712	12780	12016
PA3815	15894	5083	3144	1193	1114	864
PA3816	3448	2675	756	2170	3378	3009
PA3817	1227	1254	513	643	960	895
PA3818	3057	1970	813	1706	2894	1420
PA3819	25808	24512	8605	4576	4300	4954
PA3820	2768	2550	639	8648	12719	10704
PA3821	5684	4795	1900	15010	24185	17679
PA3822	2983	1808	2890	3350	5270	5104
PA3823	1417	1057	318	4165	5086	4446
PA3824	839	521	297	1142	1826	1157
PA3824.1	43	39	27	53	43	25
PA3825	1098	1042	371	339	350	438
PA3826	564	352	108	465	445	384
PA3827	1847	1543	476	1642	2760	2017
PA3828	3325	2601	899	2625	3375	2253
PA3829	330	276	89	113	197	267
PA3830	867	593	267	323	540	1072
PA3831	6977	6571	2029	7106	8495	8886
PA3832	252	427	186	224	329	522
PA3833	1340	925	600	606	502	710
PA3834	9492	8723	2952	16992	20605	20106
PA3835	424	228	262	148	235	219
PA3836	4998	5162	1708	9893	8581	10148
PA3837	948	961	353	1444	1870	2129
PA3838	768	816	428	1949	2447	3144
PA3839	720	635	218	4724	4909	7517
PA3840	342	294	228	1079	1450	1266
PA3841	1159	921	558	3091	2989	2755
PA3842	683	415	434	1028	603	574
PA3844	5454	4712	2100	354	298	446
PA3845	892	646	297	298	485	846
PA3846	2302	2235	597	383	464	933
PA3847	1053	758	490	471	409	461
PA3848	1675	1620	599	997	1029	1191
PA3849	2260	2278	580	1900	2385	2123
PA3850	1020	810	301	1771	2352	2633
PA3851	2031	2130	550	821	1100	1669
PA3852	2810	2830	928	876	1259	1726
PA3853	485	457	276	382	684	695
PA3854	438	424	327	158	459	426
PA3855	1796	1513	561	798	939	888
PA3856	1267	1333	555	589	783	1144
PA3857	3273	3027	1582	2784	1443	1893
PA3858	5562	5680	2165	622	779	1055
PA3859	1862	1419	732	5936	4373	5443
PA3860	4079	4737	1418	1328	1225	1662
PA3861	6128	5076	1868	10487	12046	8613
PA3862	721	299	155	300	456	807
PA3863	357	274	94	339	337	627
PA3864	682	455	125	645	733	719
PA3865	2440	1043	418	862	743	1052
PA3865a	98	67	198	309	79	49
PA3866	719	460	347	911	367	343
PA3867	539	305	188	179	204	396
PA3868	265	165	51	170	96	170
PA3869	132	122	50	115	50	101
PA3870	293	184	56	84	197	174
PA3871	265	194	42	89	132	52
PA3872	324	115	42	110	149	71
PA3873	308	178	44	105	152	70
PA3874	995	652	164	488	475	343
PA3875	2728	1507	535	2666	2724	1335
PA3876	597	384	114	1009	994	669
PA3877	786	494	201	5458	2568	2542
PA3878	1216	931	385	2364	2475	2651
PA3879	1296	818	343	5821	4828	7954
PA3880	1650	1506	618	4641	2906	4816
PA3881	872	664	221	518	550	690
PA3882	857	897	375	475	465	759
PA3883	497	506	133	325	647	613
PA3884	55	29	12	22	25	33
PA3885	169	159	52	49	139	98
PA3886	537	781	259	434	657	859
PA3886a	175	202	76	94	165	164
PA3887	771	648	234	1829	3235	2683
PA3888	474	308	154	331	230	326
PA3889	202	242	112	175	211	231
PA3890	293	297	98	246	280	293
PA3891	429	474	238	411	400	440
PA3892	88	89	42	394	429	432
PA3893	227	163	40	439	726	852
PA3894	187	96	42	282	425	484
PA3895	1040	851	331	1111	832	1237
PA3896	1275	1488	484	1310	1183	1364
PA3897	444	286	149	74	172	204
PA3898	1318	789	388	399	577	622
PA3899	1362	436	270	50	77	80
PA3900	193	158	31	18	29	56
PA3901	973	809	511	1167	1842	1225
PA3902	1006	1495	985	609	716	652
PA3903	3161	2997	891	6379	6938	5085
PA3904	782	618	269	561	1472	913
PA3905	180	163	79	412	947	874
PA3906	154	164	37	491	735	740
PA3907	258	230	99	1143	1518	1881
PA3908	488	444	237	2830	2586	2753
PA3909	430	336	151	118	224	241
PA3910	294	249	90	81	186	160
PA3911	704	621	223	471	821	761
PA3912	688	551	166	718	1035	928
PA3913	806	777	263	681	1299	1396
PA3914	371	217	47	195	166	187
PA3915	1117	410	498	1268	681	1103
PA3916	444	436	148	287	384	503
PA3917	272	257	93	173	291	382
PA3918	1007	862	179	1224	1165	1304
PA3919	4660	4249	1578	3400	1946	3370
PA3920	1996	1943	574	273	519	563
PA3921	3730	4591	2222	758	893	1501
PA3922	12605	18305	5315	788	438	687
PA3923	16356	20881	8778	1016	593	1000
PA3924	8267	10058	3441	362	395	618
PA3925	785	683	260	1249	1973	2293
PA3926	212	110	49	115	189	216
PA3927	372	266	97	353	311	526
PA3928	1312	2126	532	38	56	85
PA3929	6860	8275	1975	448	612	781
PA3930	11672	11021	4857	294	399	372
PA3931	545	430	267	2145	962	1505
PA3932	510	510	240	276	279	485
PA3933	1552	1038	564	1765	2314	2095
PA3934	1850	2713	764	1617	2565	2876
PA3935	151	156	51	129	171	229
PA3936	83	93	52	59	123	115
PA3937	51	67	20	53	84	134
PA3938	165	178	106	262	357	412
PA3939	129	97	50	219	330	477
PA3940	2498	1947	710	25141	15885	17078
PA3941	203	153	105	371	583	751
PA3942	667	654	150	1564	1427	1551
PA3943	1031	1151	312	421	629	741
PA3944	809	1001	325	348	548	880
PA3945	6547	3853	3093	792	800	1166
PA3946	684	445	170	481	601	686
PA3947	504	422	260	366	418	542
PA3948	984	654	274	1937	1218	1363
PA3949	1348	1172	405	1022	2038	1981
PA3950	1485	1611	497	1489	2760	2591
PA3951	808	327	133	484	692	809
PA3952	1793	1357	550	122	225	530
PA3953	92	135	23	90	71	97
PA3954	176	150	59	160	156	192
PA3955	667	528	155	303	354	400
PA3956	469	423	153	204	170	446
PA3957	2442	1843	395	154	183	383
PA3958	1972	1294	587	714	963	1163
PA3959	253	180	111	177	208	209
PA3960	218	125	56	170	262	263
PA3961	1430	1514	713	914	1672	2102
PA3962	1364	1216	575	945	766	943
PA3963	440	355	281	281	423	429
PA3963a	223	173	86	25	53	86
PA3965	377	313	124	999	408	365
PA3966	1839	841	1404	1661	1635	2043
PA3967	132	93	55	510	798	729
PA3968	534	606	200	553	951	860
PA3969	1713	976	464	872	877	1092
PA3969a	635	560	193	242	687	647
PA3970	4956	4198	1267	3885	4363	4369
PA3971	446	743	359	167	222	290
PA3972	3389	4758	1628	2757	2578	4766
PA3973	833	949	289	780	520	1444
PA3974	3912	3135	1122	1986	2353	2831
PA3975	2085	1713	731	1004	1600	1644
PA3976	854	882	283	885	795	1094
PA3977	4042	4636	1370	5079	5283	6090
PA3978	2584	1400	1544	3121	2830	4460
PA3979	403	254	183	677	488	332
PA3980	2783	2510	658	3014	3463	2277
PA3981	4539	4737	1733	14420	9151	9573
PA3982	1317	1608	571	3423	3125	3082
PA3983	1646	1931	765	4431	3851	3367
PA3984	1068	950	352	1592	2781	2679
PA3985	434	450	288	186	430	557
PA3986	2882	2882	708	195	82	196
PA3987	15498	14680	3385	20453	22165	21863
PA3988	3313	3344	1438	4245	4784	6145
PA3989	1770	1631	764	1948	3103	3496
PA3990	57	26	23	44	73	47
PA3992	4395	3355	2014	1905	3260	3268
PA3993	990	723	282	523	713	674
PA3994	210	193	56	46	66	97
PA3995	928	693	337	200	310	424
PA3996	7091	8750	2729	7678	11504	8987
PA3997	1930	1999	618	1645	2825	2937
PA3998	1513	1858	1484	1684	1828	2646
PA3999	5753	5684	2238	17029	14493	14013
PA4000	3633	4030	1167	5975	6441	6977
PA4001	3431	3087	1207	4940	5464	5546
PA4002	1897	1561	605	1779	2153	2328
PA4003	2326	2294	655	4912	5923	5287
PA4004	781	861	237	851	1582	1414
PA4005	994	1006	198	1871	1713	1185
PA4006	1424	1602	351	780	1533	1734
PA4007	3637	4055	578	3750	4586	3652
PA4008	409	269	90	75	126	198
PA4009	562	389	311	196	196	383
PA4010	1942	1299	1156	1798	2183	2311
PA4011	1399	1216	499	1367	2333	2370
PA4012	2244	1867	622	1074	1798	1954
PA4013	552	680	176	343	730	692
PA4014	261	375	107	157	219	170
PA4015	3027	2801	1319	1543	765	1089
PA4016	1336	1443	620	619	960	1146
PA4017	2501	2009	771	627	972	1199
PA4018	460	461	145	79	235	289
PA4019	946	855	347	297	773	1071
PA4020	3282	3512	1051	1981	3652	3699
PA4021	3349	2829	629	2090	1807	3041
PA4022	9503	16891	2997	16292	9574	14575
PA4023	540	1034	212	842	987	1324
PA4024	1399	2030	380	2598	1685	2466
PA4025	964	1370	264	960	1000	1638
PA4026	1118	911	309	1559	762	1197
PA4027	1048	697	310	347	268	577
PA4027a	181	115	105	84	110	161
PA4029	800	600	219	867	655	490
PA4030	588	597	135	904	940	904
PA4031	4441	2654	1013	18333	12453	11567
PA4032	1504	1807	505	1187	1241	1354
PA4033	56	37	35	87	61	83
PA4034	90	85	41	92	158	139
PA4035	957	928	471	1278	1482	1955
PA4036	597	499	200	677	844	1173
PA4037	201	125	68	54	63	93
PA4038	180	112	37	113	51	101
PA4039	254	167	72	140	159	215
PA4040	757	691	247	318	316	547
PA4041	752	975	361	109	107	209
PA4042	641	394	354	584	828	779
PA4043	974	1262	275	1032	1507	1587
PA4044	4659	4545	1601	7008	9511	9137
PA4045	828	815	175	391	1068	1194
PA4046	410	404	79	340	919	580
PA4047	2952	1704	551	2377	2568	2010
PA4048	844	706	189	653	783	849
PA4049	765	892	512	306	657	684
PA4050	337	257	136	299	572	543
PA4051	367	521	123	421	682	997
PA4052	2817	1933	746	3041	5701	4380
PA4053	3750	2455	1551	3996	7079	5681
PA4054	2832	2881	672	2895	4345	4604
PA4055	2162	2070	323	1696	2586	2109
PA4056	1923	2502	604	1235	1895	3077
PA4057	1025	876	203	757	1018	1098
PA4060	134	108	21	111	196	195
PA4061	15177	8632	2267	3284	4193	4459
PA4062	398	209	100	29	95	118
PA4063	973	694	315	394	262	326
PA4064	268	230	158	104	146	192
PA4065	662	637	181	255	411	357
PA4066	446	307	143	263	188	272
PA4067	12373	6792	4290	196405	103236	119962
PA4068	1522	1848	519	2661	3615	3917
PA4069	2624	2230	612	2257	3347	3798
PA4070	588	469	177	314	351	536
PA4071	87	45	15	19	23	47
PA4072	398	244	101	376	341	621
PA4073	258	257	74	131	149	188
PA4074	564	464	62	166	156	254
PA4075	905	1025	452	165	421	529
PA4076	267	238	181	377	361	295
PA4077	120	97	47	90	209	225
PA4078	2216	1607	891	207	228	333
PA4079	1921	1940	784	1012	1524	1785
PA4080	308	277	129	318	331	367
PA4081	123	97	71	67	82	121
PA4082	465	326	139	315	406	428
PA4083	19	43	8	22	19	41
PA4084	1151	713	513	157	160	283
PA4085	30	41	15	28	22	19
PA4086	144	144	82	224	187	182
PA4087	35	29	21	21	20	35
PA4088	65	56	21	19	17	32
PA4089	117	102	30	30	38	52
PA4090	3300	1866	544	1631	281	474
PA4091	1005	850	270	227	208	392
PA4092	256	170	49	58	89	63
PA4093	193	177	63	105	102	186
PA4094	583	772	196	487	551	959
PA4095	20	23	9	27	19	16
PA4096	36	34	6	17	21	23
PA4097	22	27	14	11	31	43
PA4098	76	90	16	32	46	76
PA4099	108	121	44	33	44	69
PA4100	194	252	63	111	140	210
PA4101	519	533	101	481	374	385
PA4102	345	370	100	173	235	297
PA4103	198	96	69	63	55	99
PA4104	56	70	27	77	60	72
PA4105	14	28	11	20	20	39
PA4106	68	67	11	44	50	78
PA4107	211	54	35	32	30	48
PA4108	2994	1823	790	1243	852	2668
PA4108a	626	477	246	337	238	363
PA4109	558	547	248	343	679	678
PA4110	578	342	284	214	226	331
PA4111	754	645	544	165	251	514
PA4112	5001	5760	1621	617	965	1089
PA4113	315	248	72	311	510	407
PA4114	1574	1219	474	1299	743	1038
PA4115	2469	2055	722	5627	3810	4707
PA4116	1184	968	436	357	524	654
PA4117	5975	6402	1957	3465	3625	3862
PA4118	845	651	240	1177	1272	1061
PA4119	338	242	109	208	512	440
PA4120	155	101	39	64	107	101
PA4121	94	68	28	64	41	58
PA4122	161	87	35	102	88	107
PA4123	343	321	76	201	202	265
PA4124	316	260	143	228	254	342
PA4125	100	116	34	88	92	156
PA4126	305	319	74	85	121	162
PA4127	376	444	99	118	182	186
PA4128	1823	1911	584	130	571	690
PA4129	4567	6568	1514	735	1278	1612
PA4130	19417	21796	5963	3217	6233	7636
PA4131	11110	11580	5893	2363	3652	3860
PA4132	9307	9793	3219	2221	3944	4901
PA4133	29745	32161	10058	1859	3514	3557
PA4134	2180	3217	671	91	209	303
PA4135	555	632	257	313	520	530
PA4136	317	318	108	123	227	301
PA4137	175	145	61	108	129	167
PA4138	222	141	52	278	506	439
PA4139	32	151	82	373	240	185
PA4140	158	174	64	120	121	127
PA4141	17571	17959	41298	538	716	1148
PA4142	763	1455	707	75	111	142
PA4143	385	566	228	86	123	142
PA4144	173	228	129	33	67	109
PA4145	568	706	133	521	556	618
PA4145a	496	317	107	162	201	232
PA4147	11051	7757	1745	617	634	963
PA4148	806	355	59	48	54	67
PA4149	669	409	96	87	129	264
PA4150	1605	980	314	90	97	133
PA4151	1160	728	125	58	49	70
PA4152	1725	775	100	65	74	86
PA4153	2449	862	230	85	160	198
PA4154	1237	1167	417	433	512	423
PA4155	1089	1397	845	66	78	122
PA4156	2846	1594	1216	153	138	216
PA4157	795	587	297	343	740	699
PA4158	243	126	47	49	71	79
PA4159	1296	267	428	39	35	44
PA4160	74	49	19	10	22	38
PA4161	209	143	44	58	64	160
PA4162	419	621	130	163	230	336
PA4163	2680	2754	988	2434	3309	4522
PA4164	381	310	161	169	354	536
PA4165	270	224	109	254	425	667
PA4166	98	56	36	120	129	99
PA4167	324	142	96	97	104	129
PA4168	1248	1186	423	501	614	769
PA4169	280	191	35	198	219	203
PA4170	267	241	90	228	220	366
PA4171	1717	2832	606	97	111	105
PA4172	625	1077	390	12	27	34
PA4173	55	43	45	17	16	24
PA4174	311	237	60	184	291	371
PA4175	1389	1310	458	734	963	1051
PA4176	7792	3987	5594	1555	1942	2355
PA4177	90	64	32	36	63	43
PA4178	205	126	45	144	226	140
PA4179	197	232	76	352	603	461
PA4180	2974	3022	959	1415	1740	2232
PA4181	133	131	80	124	157	336
PA4182	304	320	92	260	332	394
PA4183	430	351	127	415	469	542
PA4184	566	450	153	262	301	468
