Geneid	B1K.sam	B2K.sam	B3K.sam	P1K.sam	P2K.sam	P3K.sam
PA3625	1392	1762	706	3133	3223	3077
PA3626	1335	1840	772	1740	2927	2751
PA3627	805	993	600	869	1091	1273
PA3628	3228	5913	2482	1351	1853	1474
PA3629	7936	10277	3626	6753	5801	4305
PA3630	259	345	110	389	413	328
PA3631	598	831	283	1897	2100	1549
PA3632	496	303	86	1143	932	707
PA3633	472	689	237	1078	2030	1683
PA3634	375	442	337	615	777	663
PA3635	7459	10154	4970	15474	23502	23566
PA3636	2969	3474	2160	4446	7885	6868
PA3637	6433	8067	3807	8776	13493	15346
PA3638	421	760	288	681	1830	1818
PA3639	3286	4962	2158	8695	11266	10401
PA3640	7099	8018	3349	11729	20060	17967
PA3641	951	1084	591	6629	17139	16233
PA3642	481	730	458	2037	3633	2604
PA3643	821	1441	623	3923	6966	5231
PA3644	2266	2466	1191	8913	11248	10070
PA3645	803	992	981	2404	3533	3183
PA3646	4823	5034	1854	10691	16744	14328
PA3647	1283	1497	1084	4022	4758	4492
PA3648	6934	7117	3501	15753	17975	16454
PA3649	3737	4691	3069	3176	4897	4054
PA3650	1376	1679	664	2346	5050	4606
PA3651	691	1040	399	1116	3419	2658
PA3652	1377	1171	613	2594	5406	5034
PA3653	3209	3184	1487	8277	12787	11892
PA3654	1150	879	606	2412	4846	5176
PA3655	5952	5166	2499	31611	55573	52796
PA3656	14637	10501	5924	64291	107293	105424
PA3657	4600	4961	1934	6948	5191	4662
PA3658	2109	2788	1196	3659	3657	2722
PA3659	1194	1740	560	2230	2873	2115
PA3660	491	863	278	2276	1895	1798
PA3661	94	85	41	339	305	461
PA3662	212	250	290	1238	825	719
PA3663	358	440	178	560	711	725
PA3664	312	342	243	512	480	656
PA3665	436	656	169	304	829	676
PA3666	1568	2746	714	7452	7961	6355
PA3667	1215	2250	579	1526	2025	1832
PA3668	167	355	109	138	247	213
PA3669	354	674	144	333	448	489
PA3670	322	310	120	850	906	1190
PA3671	138	163	69	384	382	451
PA3672	306	366	132	511	846	1038
PA3673	1568	2433	833	3657	4468	3798
PA3674	1023	1570	576	2675	2298	1719
PA3675	829	857	238	2196	3109	2948
PA3676	687	1025	372	2446	2893	2655
PA3677	369	426	212	758	1152	953
PA3678	868	1246	723	2063	2403	1548
PA3679	585	888	274	1274	2150	2012
PA3680	372	572	219	570	1126	1085
PA3681	304	603	152	386	375	405
PA3682	430	605	218	356	419	342
PA3683	431	715	384	1472	1689	1289
PA3684	446	378	223	334	377	361
PA3685	859	1361	417	961	1636	1593
PA3686	6355	7898	2074	11647	14975	15185
PA3687	3831	6939	1949	2426	2937	2684
PA3688	2789	3903	1076	335	343	244
PA3689	1913	3589	1540	1205	851	990
PA3690	2292	16494	4902	2223	2672	2388
PA3691	5861	6992	2854	1139	1328	975
PA3692	9869	12244	7090	3780	3309	2478
PA3693	566	862	218	538	1002	865
PA3694	369	451	161	482	517	509
PA3695	825	1005	351	1043	1130	1189
PA3696	474	709	194	719	743	871
PA3697	1826	2351	711	2520	2143	1988
PA3698	829	1149	440	796	897	912
PA3699	640	890	267	781	902	851
PA3700	2129	2204	885	9753	11429	10029
PA3701	5501	5249	2340	8198	11258	9555
PA3702	1108	1526	546	1360	1601	1681
PA3703	1614	2223	942	1602	1987	1692
PA3704	1315	1737	747	1680	2581	2478
PA3705	344	453	183	498	657	622
PA3706	1097	1632	608	1495	2009	1875
PA3707	712	1099	495	722	1295	1089
PA3708	3955	4682	2293	5476	6498	5410
PA3709	1121	1288	476	792	687	629
PA3710	1157	1397	401	523	620	737
PA3711	1329	1996	382	671	732	765
PA3712	3255	3885	985	555	636	742
PA3713	292	461	141	610	1190	1047
PA3714	99	98	45	198	218	155
PA3715	401	427	144	1181	1787	1553
PA3716	1430	1774	585	8883	12713	11517
PA3717	241	315	143	547	527	542
PA3718	193	267	107	292	456	402
PA3719	74	105	32	30	45	36
PA3720	460	654	361	267	343	201
PA3721	418	636	224	683	1142	899
PA3722	468	605	248	428	527	500
PA3723	5568	7897	2333	379	426	393
PA3724	78441	107026	34226	719	867	1234
PA3725	1200	1650	576	1250	2869	2553
PA3726	1172	1098	476	1162	2120	1978
PA3727	97	120	65	808	963	850
PA3728	913	1085	405	8407	12181	11081
PA3729	1253	917	396	8157	12697	13008
PA3730	154	139	63	638	1032	1077
PA3731	1002	1738	552	4835	6339	7281
PA3732	1451	2533	1584	4735	6802	6905
PA3733	2401	3224	874	1389	1610	1392
PA3733a	1175	1913	1086	231	198	165
PA3734	868	1820	450	207	191	188
PA3735	1945	2523	644	4161	6970	6711
PA3736	3453	4004	2328	6561	10771	10769
PA3737	9652	10414	3392	7636	9337	8493
PA3738	419	704	345	796	827	786
PA3739	1008	1424	634	809	1065	873
PA3740	1084	1544	425	246	371	256
PA3741	213	244	120	403	847	714
PA3742	2474	2439	927	21536	24528	19846
PA3743	10754	7957	3841	15752	31427	27094
PA3744	12609	11970	4758	19737	38752	33259
PA3745	1978	2177	1342	4359	8006	8658
PA3746	3357	3322	1542	5839	9959	10175
PA3747	1311	1561	455	3063	2574	1723
PA3748	586	852	306	2058	1530	1159
PA3749	252	309	84	457	530	446
PA3750	181	390	46	284	336	296
PA3751	1741	2847	1004	3849	5127	4104
PA3752	113	248	94	115	199	146
PA3753	1614	2619	1149	2805	2543	2340
PA3754	1612	2924	1094	2439	2156	1286
PA3755	754	968	363	1103	891	784
PA3756	779	812	539	1337	939	724
PA3757	318	382	85	360	391	334
PA3758	332	429	73	497	443	463
PA3759	216	255	70	212	343	349
PA3760	365	590	167	634	672	823
PA3761	391	563	174	499	663	696
PA3762	428	971	475	647	712	607
PA3763	8186	10868	3146	13463	24370	21264
PA3764	954	1039	450	1841	1560	1490
PA3765	119	129	46	104	123	139
PA3766	656	631	246	1028	1688	1551
PA3767	1014	1074	473	770	1090	854
PA3768	2529	2689	630	2993	4777	3753
PA3769	3983	3698	1448	9854	22759	16962
PA3770	5036	4575	1926	11482	17490	15238
PA3771	371	536	231	303	286	275
PA3772	88	117	47	50	57	57
PA3773	37	44	23	35	37	21
PA3774	16	21	7	32	34	38
PA3775	65	143	17	99	111	95
PA3776	50	70	26	104	114	146
PA3777	906	1152	266	993	1637	1620
PA3778	240	405	113	559	889	788
PA3779	429	549	185	593	524	563
PA3780	65	89	16	80	91	103
PA3781	104	144	81	396	400	426
PA3782	488	1056	183	625	1006	912
PA3783	710	1426	595	281	395	270
PA3784	1876	3435	729	427	705	433
PA3785	6164	10419	2470	1227	1213	812
PA3786	3189	4823	2138	1430	1223	957
PA3787	1609	1933	544	1288	978	1069
PA3788	547	808	349	230	254	215
PA3789	982	1733	618	590	984	533
PA3790	6840	6688	2174	2573	5130	1549
PA3791	3302	4563	2125	538	703	442
PA3792	5739	7438	1998	8183	6349	5187
PA3793	295	337	115	928	898	1045
PA3794	272	346	188	774	1048	871
PA3795	2579	2906	1101	1589	1455	1461
PA3796	816	1255	470	605	730	878
PA3797	1173	1768	432	1255	1794	1771
PA3798	1276	1505	494	1922	2828	2767
PA3799	3086	3309	1238	4874	9092	7286
PA3800	4531	5291	2097	11786	18874	17045
PA3801	1651	2120	628	3060	5670	5337
PA3802	2348	3148	1069	5952	10052	8160
PA3803	3234	3283	1063	7840	10126	8299
PA3804	1634	1921	630	3887	4774	4241
PA3805	1472	1614	687	2376	4179	3609
PA3806	5326	5310	2305	9063	17640	13775
PA3807	4567	5034	2536	14357	19050	21101
PA3808	2611	3519	2539	1407	2150	1981
PA3809	1172	1470	598	1089	1701	1489
PA3810	6169	9545	3634	5336	10169	9449
PA3811	3563	5797	2784	2412	4315	4085
PA3812	3384	4968	3099	2023	3732	3038
PA3813	3580	5221	2680	2420	3308	2927
PA3814	22713	37501	16586	11702	16974	15437
PA3815	6717	7932	4479	1346	1762	1448
PA3816	2050	3139	1047	2749	4103	3829
PA3817	972	1164	688	927	1612	1455
PA3818	2128	2192	983	1935	3633	3688
PA3819	10262	18221	9420	5482	5656	6242
PA3820	1950	2395	935	7671	11449	10912
PA3821	5105	4886	1993	13576	25788	22502
PA3822	3658	2890	2240	4777	8158	5545
PA3823	1054	1021	563	3457	6735	5373
PA3824	827	708	280	1437	2671	2492
PA3824.1	42	42	71	43	65	44
PA3825	653	892	414	514	559	508
PA3826	327	447	163	498	533	406
PA3827	1031	1793	604	1858	2619	2554
PA3828	2203	2739	1292	2795	3593	3568
PA3829	213	304	77	262	245	241
PA3830	576	911	226	755	934	677
PA3831	4635	5585	1766	7763	10123	10426
PA3832	268	363	162	355	593	658
PA3833	784	1114	528	713	680	549
PA3834	6858	7708	3339	15176	23270	20830
PA3835	211	203	215	213	293	221
PA3836	3535	4034	1299	5722	5077	6192
PA3837	639	849	280	1384	1326	1623
PA3838	597	864	420	1680	1927	2041
PA3839	449	733	242	6463	5487	2492
PA3840	340	361	145	1820	1759	1080
PA3841	641	608	321	2309	2221	1604
PA3842	521	495	281	933	548	395
PA3844	3662	5194	1661	383	454	333
PA3845	543	932	318	697	876	711
PA3846	1743	2012	569	480	728	519
PA3847	750	955	360	604	613	584
PA3848	1152	1707	428	1423	1293	1107
PA3849	1532	2028	820	2329	2941	2927
PA3850	885	977	307	2141	2819	2666
PA3851	1455	2175	593	1364	1434	1600
PA3852	2106	2786	808	1469	1698	1382
PA3853	475	494	269	644	881	954
PA3854	457	438	482	317	727	667
PA3855	1263	1747	733	1071	1082	1087
PA3856	969	1588	638	1081	1112	989
PA3857	2277	2895	1450	2378	1698	1139
PA3858	4006	5433	2107	911	1061	934
PA3859	1260	1479	437	6928	5140	3151
PA3860	2456	3807	1106	1602	1461	1331
PA3861	4321	4801	1774	8628	10980	10150
PA3862	399	572	107	625	825	601
PA3863	254	326	90	382	489	471
PA3864	448	544	144	752	852	871
PA3865	1197	1252	540	1017	1055	883
PA3865a	103	20	147	311	61	144
PA3866	530	416	448	990	459	295
PA3867	390	458	171	372	377	265
PA3868	135	165	81	276	152	131
PA3869	76	81	77	130	80	56
PA3870	195	264	67	162	228	210
PA3871	167	149	52	50	130	111
PA3872	169	154	40	68	83	73
PA3873	184	206	55	53	87	77
PA3874	518	536	183	304	357	280
PA3875	1461	1342	421	1077	1502	859
PA3876	318	410	122	530	541	281
PA3877	456	538	169	1795	1132	444
PA3878	907	1075	347	2415	2720	2158
PA3879	776	1140	265	6419	5259	2561
PA3880	1568	1474	714	5117	4249	2371
PA3881	521	805	202	984	828	555
PA3882	715	930	275	764	783	643
PA3883	449	594	225	545	903	858
PA3884	25	23	8	27	28	32
PA3885	119	226	52	237	369	218
PA3886	427	777	201	659	1101	847
PA3886a	121	190	73	173	210	216
PA3887	582	754	347	3219	3741	3891
PA3888	351	418	152	662	527	409
PA3889	200	309	96	376	371	334
PA3890	237	296	127	341	476	346
PA3891	388	462	197	714	662	551
PA3892	77	68	34	474	597	608
PA3893	173	204	59	778	1103	946
PA3894	102	173	54	440	617	647
PA3895	697	952	318	1334	1275	874
PA3896	848	1211	479	1214	1493	1424
PA3897	324	488	122	200	293	200
PA3898	839	1124	472	846	816	507
PA3899	1108	816	532	128	213	200
PA3900	193	235	21	26	75	60
PA3901	757	1044	449	1191	2581	1354
PA3902	757	1872	834	715	841	729
PA3903	2249	2268	1202	5607	7189	6845
PA3904	760	961	582	1132	1483	1951
PA3905	404	317	88	680	1539	1513
PA3906	273	185	48	661	1130	1253
PA3907	543	337	129	1609	2122	1986
PA3908	832	524	238	3119	3016	2864
PA3909	271	470	103	230	333	351
PA3910	198	232	86	182	232	187
PA3911	712	533	148	504	836	512
PA3912	556	493	145	684	908	565
PA3913	738	766	200	857	1286	986
PA3914	201	180	75	111	133	101
PA3915	809	732	335	662	520	346
PA3916	350	421	115	342	604	551
PA3917	209	261	119	274	380	423
PA3918	498	686	231	1043	1247	1097
PA3919	2689	3324	1206	3268	1872	1317
PA3920	1459	2136	463	473	761	536
PA3921	2645	4555	1586	838	846	961
PA3922	8234	10963	3394	294	266	304
PA3923	12087	13869	5514	623	580	596
PA3924	5791	7469	3067	383	368	435
PA3925	578	589	231	1011	1420	1716
PA3926	120	174	47	163	198	231
PA3927	249	368	115	536	506	406
PA3928	1205	1596	430	33	127	117
PA3929	3610	7856	2141	703	827	663
PA3930	7930	12555	4134	436	810	593
PA3931	507	458	230	1964	1636	1390
PA3932	404	623	204	617	740	468
PA3933	1265	1447	601	3449	3752	2199
PA3934	1282	2141	883	1414	2220	2068
PA3935	124	131	80	208	233	215
PA3936	53	93	25	119	155	161
PA3937	25	38	31	102	173	134
PA3938	116	169	81	542	868	813
PA3939	103	114	90	416	535	373
PA3940	2140	3340	988	24436	15441	13451
PA3941	161	208	77	571	767	714
PA3942	445	729	308	2033	1845	1531
PA3943	700	1282	297	753	906	839
PA3944	642	1001	363	743	982	650
PA3945	3983	5662	2766	1270	1215	789
PA3946	330	596	144	744	727	589
PA3947	331	443	317	519	503	414
PA3948	641	793	339	2100	1490	1040
PA3949	1002	1423	412	1543	2797	2286
PA3950	1121	1580	608	2088	3772	3528
PA3951	500	696	164	906	875	713
PA3952	1099	1805	595	463	496	609
PA3953	111	122	26	92	77	105
PA3954	155	176	75	220	190	183
PA3955	407	538	259	473	609	573
PA3956	475	514	155	379	234	170
PA3957	1083	2061	327	244	264	201
PA3958	1357	1976	593	1162	1335	1295
PA3959	211	227	102	221	234	226
PA3960	138	173	65	168	233	230
PA3961	1140	1599	595	1408	2534	2115
PA3962	913	1516	438	1469	1186	959
PA3963	371	581	376	601	593	473
PA3963a	131	242	100	60	67	75
PA3965	186	210	140	697	341	451
PA3966	1666	1689	1288	3465	2961	1707
PA3967	139	172	93	1106	1420	1076
PA3968	377	546	252	804	1150	1310
PA3969	1032	1674	423	1398	1080	929
PA3969a	368	785	179	584	1026	865
PA3970	2838	4050	1265	4409	4661	3960
PA3971	457	612	240	129	205	238
PA3972	2310	3271	915	2238	2323	1767
PA3973	659	914	284	463	511	457
PA3974	2461	3499	1103	2828	2495	2152
PA3975	1586	2478	1039	2323	2423	1987
PA3976	644	829	240	926	1175	1040
PA3977	2715	3559	1045	5583	6966	5623
PA3978	2285	2702	1260	5260	4623	3077
PA3979	321	245	305	699	707	658
PA3980	1906	2375	885	2870	4415	4401
PA3981	2973	4140	1742	14341	11955	7865
PA3982	1107	1710	584	4209	4806	2924
PA3983	1242	2043	954	5077	4839	3433
PA3984	871	1301	340	2128	3252	3382
PA3985	482	662	276	438	792	700
PA3986	2169	2931	753	137	119	121
PA3987	9453	12572	4280	20315	25681	21421
PA3988	3183	3344	1127	3891	6031	5167
PA3989	1386	2214	718	3151	4075	3419
PA3990	60	66	26	93	98	71
PA3992	3261	4620	1761	2811	4846	3526
PA3993	511	687	369	689	932	822
PA3994	99	183	40	114	106	89
PA3995	537	916	338	402	470	375
PA3996	4417	7321	3058	8147	11014	9723
PA3997	1262	1912	773	2247	3335	2595
PA3998	2083	1798	1008	1651	3246	2275
PA3999	4311	5353	2067	13343	15349	13461
PA4000	3592	4333	1399	5913	7670	6660
PA4001	2466	2927	1061	5045	6154	4982
PA4002	1273	1780	821	2237	2294	2127
PA4003	1920	2274	886	5123	6525	5565
PA4004	649	932	355	1283	2192	1873
PA4005	449	628	380	1077	1364	1498
PA4006	1053	1514	519	979	2619	1918
PA4007	2131	2791	862	3258	4960	5397
PA4008	172	292	91	201	220	193
PA4009	332	634	260	330	372	344
PA4010	1689	1991	1128	3037	3441	2767
PA4011	955	1563	555	2262	3384	2901
PA4012	1252	2031	745	1641	2111	1847
PA4013	382	627	204	630	931	931
PA4014	134	261	130	253	222	285
PA4015	2129	2905	849	1427	724	803
PA4016	1176	1537	644	1007	1321	1228
PA4017	1546	2292	665	893	1119	1107
PA4018	350	522	124	201	450	328
PA4019	644	1066	277	575	1035	944
PA4020	1978	3590	1033	2945	4583	4401
PA4021	1828	2852	539	2706	1986	1836
PA4022	5139	7672	2172	2180	1775	2445
PA4023	390	591	315	246	352	403
PA4024	911	1317	415	550	603	733
PA4025	632	1115	253	377	400	440
PA4026	586	980	380	1800	908	707
PA4027	645	933	192	631	475	325
PA4027a	136	167	135	156	170	169
PA4029	527	621	329	863	754	666
PA4030	480	618	203	829	1197	1165
PA4031	3044	3160	1233	14849	12296	12000
PA4032	987	1167	703	1292	1468	1670
PA4033	51	47	29	93	93	87
PA4034	90	98	58	175	250	256
PA4035	801	1084	412	1703	2034	1900
PA4036	465	808	197	1269	1376	1258
PA4037	99	146	42	101	121	113
PA4038	105	99	30	80	82	96
PA4039	138	240	73	217	254	226
PA4040	567	754	239	416	478	413
PA4041	534	890	274	241	303	273
PA4042	584	437	542	936	964	1219
PA4043	976	1086	263	1369	2211	2076
PA4044	3576	5060	1838	7912	11534	10209
PA4045	524	860	257	971	1612	1377
PA4046	205	407	182	606	850	854
PA4047	1545	1976	857	2708	2782	2349
PA4048	504	724	287	737	1052	731
PA4049	604	1080	461	587	1224	982
PA4050	289	359	131	383	855	692
PA4051	431	422	144	597	972	923
PA4052	2063	2239	619	3458	6513	5756
PA4053	3066	3328	1367	4509	7891	7329
PA4054	2144	2146	525	2405	5196	4797
PA4055	1283	1298	427	1363	3176	2983
PA4056	1774	2287	629	1780	2458	2519
PA4057	526	821	308	1159	1145	1386
PA4060	101	117	52	172	224	264
PA4061	6975	10269	2980	5976	6912	7702
PA4062	238	395	130	127	208	224
PA4063	803	687	441	652	572	416
PA4064	279	320	91	233	235	147
PA4065	416	662	234	448	488	456
PA4066	479	448	133	382	310	309
PA4067	11346	5582	2637	129709	68913	45329
PA4068	1254	1737	799	3493	4359	3988
PA4069	1638	2828	922	3927	4355	4308
PA4070	389	543	143	446	473	395
PA4071	56	74	13	66	39	33
PA4072	269	322	145	425	431	369
PA4073	234	273	91	193	184	215
PA4074	283	529	82	211	302	304
PA4075	660	1026	420	348	672	736
PA4076	190	203	152	519	471	467
PA4077	119	151	73	238	336	254
PA4078	1438	1504	524	275	380	367
PA4079	1270	1664	1071	1443	1698	1668
PA4080	220	278	130	449	441	338
PA4081	115	146	80	148	155	184
PA4082	295	405	124	461	461	477
PA4083	17	27	23	26	28	35
PA4084	677	1019	501	201	227	185
PA4085	21	34	21	28	28	27
PA4086	87	123	55	170	161	109
PA4087	24	44	17	31	43	39
PA4088	47	45	8	27	55	55
PA4089	89	101	43	39	44	52
PA4090	1975	1811	739	1430	499	412
PA4091	650	751	222	365	330	340
PA4092	109	189	54	100	90	81
PA4093	94	224	48	126	102	99
PA4094	384	645	206	746	687	648
PA4095	10	13	13	20	22	16
PA4096	20	41	11	30	24	32
PA4097	13	14	7	32	35	65
PA4098	43	63	26	42	71	95
PA4099	84	117	35	61	67	81
PA4100	177	230	65	149	214	151
PA4101	266	446	112	401	353	354
PA4102	213	327	73	274	263	266
PA4103	112	83	37	60	72	90
PA4104	27	43	24	76	73	69
PA4105	24	24	13	17	28	40
PA4106	24	46	15	57	53	49
PA4107	118	80	44	45	57	40
PA4108	1766	2428	622	1343	1279	742
PA4108a	458	354	297	413	295	276
PA4109	372	560	231	730	907	864
PA4110	437	506	226	260	422	355
PA4111	565	824	438	381	476	357
PA4112	3477	4947	1500	1072	1321	1289
PA4113	322	406	183	823	1220	991
PA4114	1371	1845	583	2576	1791	1901
PA4115	1651	2100	683	7050	5390	3818
PA4116	866	1235	479	662	800	509
PA4117	4663	6899	2307	4715	4974	3544
PA4118	613	794	285	1270	1545	1580
PA4119	289	327	83	371	861	759
PA4120	92	120	22	73	106	133
PA4121	61	38	18	73	75	56
PA4122	75	103	63	90	150	120
PA4123	172	232	90	247	262	256
PA4124	210	301	89	293	297	266
PA4125	77	97	58	98	97	104
PA4126	253	331	97	170	191	223
PA4127	296	440	174	154	348	287
PA4128	1281	2304	518	241	888	863
PA4129	3890	5153	1496	608	1523	1504
PA4130	15792	19378	6123	2898	7684	6468
PA4131	11070	14649	6562	1300	4015	3502
PA4132	7975	11446	3666	1914	4640	4085
PA4133	18760	18183	7742	1205	3167	3029
PA4134	1619	2005	547	68	340	303
PA4135	683	577	207	504	634	735
PA4136	328	309	98	215	334	376
PA4137	107	161	94	179	278	255
PA4138	154	248	46	602	870	816
PA4139	138	112	78	270	149	147
PA4140	135	214	67	155	215	222
PA4141	25782	17749	23372	334	621	514
PA4142	820	1369	636	138	173	153
PA4143	357	706	282	179	183	160
PA4144	204	342	126	66	66	72
PA4145	372	611	154	762	664	645
PA4145a	278	357	126	269	297	301
PA4147	5544	8022	1784	764	697	603
PA4148	348	268	68	73	71	118
PA4149	495	380	97	123	208	246
PA4150	964	586	224	135	102	144
PA4151	583	361	107	70	85	92
PA4152	748	345	88	90	104	99
PA4153	1278	617	159	159	351	220
PA4154	808	1193	478	765	905	758
PA4155	1011	1796	627	119	126	139
PA4156	2212	3097	1239	209	224	188
PA4157	515	850	288	705	1077	1083
PA4158	158	212	94	78	80	116
PA4159	955	884	405	91	128	128
PA4160	102	136	36	37	41	71
PA4161	124	189	23	102	136	117
PA4162	346	454	150	258	342	384
PA4163	1895	2792	832	3233	4486	4364
PA4164	323	400	170	341	505	496
PA4165	220	306	109	558	673	626
PA4166	66	66	33	111	121	98
PA4167	157	196	82	128	170	154
PA4168	814	1018	505	783	780	741
PA4169	125	159	58	252	250	237
PA4170	225	338	103	362	419	538
PA4171	959	1740	672	142	139	167
PA4172	416	957	280	47	46	47
PA4173	31	60	15	36	24	33
PA4174	144	295	96	309	314	324
PA4175	1807	1582	564	1078	1442	1224
PA4176	7059	7051	4074	2663	2752	1838
PA4177	66	94	25	59	79	86
PA4178	210	139	68	167	332	268
PA4179	156	192	85	371	816	795
PA4180	1940	2227	731	1661	2162	1960
PA4181	145	130	68	303	303	267
PA4182	197	238	92	387	391	392
PA4183	319	358	135	579	492	376
PA4184	341	420	176	315	432	458
PA4185	215	323	162	497	587	608
PA4186	587	877	298	1211	1441	1267
PA4187	125	166	47	147	164	173
PA4188	38	50	28	49	58	52
PA4189	86	60	23	78	121	106
PA4190	1329	1637	586	1282	1874	1738
PA4191	80	134	56	252	431	398
PA4192	26	17	8	61	97	105
PA4193	40	44	17	64	118	95
PA4194	75	108	24	155	182	185
PA4195	119	157	67	223	278	405
PA4196	600	800	210	348	407	387
PA4197	1199	1706	632	817	885	875
PA4198	1038	1414	411	1722	1531	2092
PA4199	2383	3396	641	1893	2013	2290
PA4200	531	570	212	621	714	823
PA4201	1602	2148	615	1783	2211	2368
PA4202	1652	2380	385	1074	1333	1356
PA4203	272	458	106	340	361	392
PA4204	1055	1877	502	1686	1621	1362
PA4205	437	656	351	340	385	369
PA4206	341	555	207	198	292	354
PA4207	655	1128	341	865	1014	1020
PA4208	799	1400	360	204	325	314
PA4209	4528	5921	4498	171	203	187
PA4210	315	200	127	13	13	21
PA4211	283	135	158	21	17	38
PA4212	713	1293	213	202	276	270
PA4213	331	335	157	26	49	50
PA4214	709	1023	402	131	144	154
PA4215	435	505	262	47	78	63
PA4216	642	801	321	98	187	198
PA4217	1434	1768	831	303	791	567
PA4218	2144	3075	1356	535	1600	918
PA4219	1048	1579	664	231	984	612
PA4220	90	76	53	28	71	59
PA4221	9439	9956	4670	2305	7611	4356
PA4222	1293	2262	824	262	928	631
PA4223	1048	2068	959	435	1014	777
PA4224	1243	2174	896	350	999	633
PA4225	9075	13865	4588	1902	7166	4664
PA4226	8556	13506	5674	1438	5409	4116
PA4227	1592	1820	500	248	576	413
PA4228	6970	8029	3755	516	1983	1345
PA4229	910	1078	256	56	246	197
PA4230	698	1009	616	81	330	204
PA4231	5529	8281	3476	795	2828	1529
PA4232	3703	4002	821	7603	6862	6457
PA4233	1518	1562	534	1981	2851	2741
