Geneid	B1N.sam	B2N.sam	B3N.sam	P1N.sam	P2N.sam	P3N.sam
PA3656	17444	7490	17581	71363	54801	77056
PA3657	5753	3013	7643	6957	3820	5037
PA3658	1802	1847	2475	3540	3379	2975
PA3659	782	1061	1147	2547	2540	2298
PA3660	379	559	695	1804	1504	1531
PA3661	87	42	65	214	251	164
PA3662	197	156	228	1187	953	1001
PA3663	234	407	405	646	907	799
PA3664	485	256	633	511	403	475
PA3665	274	649	582	681	1087	833
PA3666	1516	1397	2336	9349	7597	8573
PA3667	848	1525	1780	1885	1939	1607
PA3668	125	148	363	199	208	182
PA3669	209	369	411	599	450	635
PA3670	192	188	272	1151	847	1272
PA3671	133	100	140	470	401	475
PA3672	275	266	246	997	900	1233
PA3673	1202	1364	1966	3945	3759	3219
PA3674	724	878	888	2351	2296	2015
PA3675	619	640	740	2230	2345	2443
PA3676	427	718	779	1955	2250	1577
PA3677	191	521	363	607	1703	487
PA3678	447	1240	881	1140	2315	1174
PA3679	285	877	537	1783	2450	1882
PA3680	173	603	403	1039	1333	1013
PA3681	232	403	351	519	446	613
PA3682	195	549	380	399	507	361
PA3683	367	691	670	1698	2009	1578
PA3684	208	514	538	363	425	360
PA3685	526	1218	1111	1930	2104	1393
PA3686	5687	4512	8275	8492	8160	8721
PA3687	3411	5395	6440	2599	3095	2994
PA3688	2570	1808	4450	428	335	316
PA3689	1290	1725	2362	1042	1311	1058
PA3690	1361	4645	13433	2753	3185	2611
PA3691	4737	4515	10885	2110	3539	1977
PA3692	8648	7718	18073	6091	6437	4838
PA3693	365	422	714	680	746	613
PA3694	188	275	296	360	423	432
PA3695	619	747	843	921	821	877
PA3696	352	394	600	516	515	538
PA3697	1475	1217	2000	1531	1306	1482
PA3698	590	952	878	633	651	739
PA3699	515	790	778	834	740	772
PA3700	2318	1010	2692	9990	6407	8743
PA3701	4317	4070	5670	10881	9670	10670
PA3702	979	901	1822	1362	1333	1158
PA3703	1557	1360	2818	1639	1754	1504
PA3704	906	1368	2232	2225	2664	2224
PA3705	319	310	592	620	688	636
PA3706	660	1381	1398	1708	2224	1565
PA3707	455	840	914	968	1264	933
PA3708	3429	2734	5402	5100	5393	4467
PA3709	724	843	1048	482	492	452
PA3710	609	1229	1001	863	1049	813
PA3711	766	1075	1535	672	746	697
PA3712	2609	3250	5334	749	1119	763
PA3713	239	300	414	629	745	835
PA3714	75	81	82	195	211	182
PA3715	254	327	387	1550	1887	1441
PA3716	1763	954	1696	11043	9764	8590
PA3717	148	242	179	435	484	482
PA3718	139	145	196	321	357	295
PA3719	81	44	88	60	90	37
PA3720	279	403	255	442	658	270
PA3721	324	388	360	1100	1686	1149
PA3722	412	401	495	834	823	681
PA3723	4258	4734	8125	364	375	384
PA3724	91410	76140	160965	304	270	377
PA3725	973	1243	1660	2565	3474	2593
PA3726	517	1099	736	1756	3106	2227
PA3727	119	73	125	1197	1299	932
PA3728	1125	783	1092	12033	14809	12216
PA3729	1223	602	1051	10388	13153	11534
PA3730	158	98	193	1103	1076	919
PA3731	801	784	1919	5481	6243	5733
PA3732	654	1805	1339	5894	10136	7277
PA3733	1612	2259	2782	1768	2152	1921
PA3733a	929	1023	2352	264	267	266
PA3734	663	1031	1054	147	127	99
PA3735	1873	1472	2471	3974	3875	5111
PA3736	2126	3187	2901	6649	9211	8573
PA3737	5915	7924	9529	9592	10847	8916
PA3738	411	484	664	976	1021	728
PA3739	697	1200	1263	911	1161	916
PA3740	1123	955	2091	424	328	387
PA3741	161	186	176	606	710	723
PA3742	2138	1836	2465	19085	14153	20621
PA3743	7354	5607	8503	31078	33404	30771
PA3744	9726	6592	12655	33411	25445	29054
PA3745	1947	1953	2567	7145	7403	8173
PA3746	3650	2369	5108	9949	9492	11345
PA3747	777	1159	1036	3445	2766	2455
PA3748	575	478	811	2370	1837	1557
PA3749	141	233	195	423	633	340
PA3750	68	424	273	349	432	213
PA3751	1029	1859	1870	2904	3560	3360
PA3752	93	160	157	167	187	126
PA3753	1730	1627	3048	1842	1527	1751
PA3754	1179	1747	2047	2238	2328	1635
PA3755	670	588	1003	936	957	801
PA3756	842	463	1026	1611	1361	1186
PA3757	189	183	215	252	233	242
PA3758	182	238	305	445	306	419
PA3759	125	180	197	272	403	332
PA3760	279	471	471	716	793	602
PA3761	233	376	309	549	663	480
PA3762	603	583	1134	516	617	661
PA3763	7700	6906	11144	22507	24504	25563
PA3764	1127	600	1439	3095	2281	2086
PA3765	102	122	209	146	176	130
PA3766	359	509	517	2111	2031	1898
PA3767	796	645	1064	1059	1121	910
PA3768	2004	1683	2552	4103	4629	3560
PA3769	3809	2616	3884	18056	19239	21599
PA3770	4871	2763	4910	18245	14855	17314
PA3771	247	335	454	432	447	393
PA3772	142	97	158	60	89	57
PA3773	31	46	48	27	50	44
PA3774	22	20	27	38	39	30
PA3775	38	51	71	116	97	87
PA3776	36	49	76	139	132	127
PA3777	501	972	944	1913	2634	1969
PA3778	239	267	332	1144	1143	1106
PA3779	269	377	538	702	568	384
PA3780	33	40	39	91	116	88
PA3781	125	111	141	342	307	280
PA3782	225	693	522	896	1152	1032
PA3783	467	1180	1123	206	226	180
PA3784	1363	2341	2755	335	300	303
PA3785	4068	7475	7681	557	668	532
PA3786	1819	4158	3147	902	1019	763
PA3787	2638	1138	3431	1666	1403	1634
PA3788	456	459	781	321	276	247
PA3789	882	1311	1644	629	437	666
PA3790	7781	5876	10418	2234	1059	2868
PA3791	3022	4193	4578	734	622	564
PA3792	5037	2997	6749	7032	5768	5590
PA3793	436	164	578	1103	758	866
PA3794	178	399	266	1030	1265	1192
PA3795	2330	1597	3355	1689	1674	1570
PA3796	639	730	1608	699	753	593
PA3797	870	1165	1461	1711	1723	1848
PA3798	1143	979	1513	2442	2475	2598
PA3799	2523	1972	4078	5805	6348	6191
PA3800	3301	3423	5911	13226	13855	13246
PA3801	1862	1182	2735	3602	4525	4331
PA3802	2136	1957	3303	7066	7838	7309
PA3803	2867	2271	3833	9163	8420	8508
PA3804	1269	1819	1886	4990	5717	4463
PA3805	1377	1143	1779	3212	3791	3438
PA3806	3836	3689	5552	14293	15081	15098
PA3807	4138	3654	6621	19172	13959	17905
PA3808	1552	2377	2683	1924	2194	2063
PA3809	971	1027	1752	1420	1673	1519
PA3810	3549	6369	7106	8153	10156	9856
PA3811	2778	3391	5810	3670	3708	3834
PA3812	1427	3216	3358	2797	3688	3433
PA3813	3712	2571	7741	2968	2373	2952
PA3814	14626	18361	31083	14817	13375	15466
PA3815	5765	4466	8034	1831	1586	1578
PA3816	1497	1835	2563	3836	3585	3710
PA3817	1097	930	1614	1285	1796	1403
PA3818	2263	1833	2222	4036	4266	4125
PA3819	11913	10019	30688	5883	6463	6244
PA3820	1825	1470	2642	8519	7082	7329
PA3821	3760	3810	4556	15782	18126	18059
PA3822	2024	4864	2359	6955	12341	8761
PA3823	992	640	1153	5729	6132	5308
PA3824	532	557	575	2940	3794	3042
PA3824.1	31	39	50	47	70	85
PA3825	675	732	976	511	589	459
PA3826	358	254	435	742	676	676
PA3827	911	1027	1593	3149	2628	2606
PA3828	2223	2034	3068	4249	3929	3755
PA3829	177	196	273	308	420	301
PA3830	264	837	511	1028	1330	975
PA3831	4181	3076	5676	8581	8292	9387
PA3832	222	319	307	425	922	654
PA3833	678	457	918	842	856	762
PA3834	6125	4376	8100	16781	16843	19837
PA3835	128	138	205	282	234	235
PA3836	3341	2530	4204	3053	2624	2605
PA3837	589	614	846	746	600	626
PA3838	493	768	842	930	859	808
PA3839	330	398	618	3356	3585	2385
PA3840	204	288	293	1205	1542	1207
PA3841	552	494	762	2185	1733	1518
PA3842	321	355	331	1219	642	652
PA3844	2829	4069	4564	528	529	397
PA3845	241	577	509	689	877	714
PA3846	720	1373	1514	530	719	525
PA3847	527	863	792	791	647	665
PA3848	834	948	1374	1359	1172	1210
PA3849	1474	925	2275	3082	3121	2942
PA3850	791	894	939	3314	4629	3024
PA3851	915	1460	1667	1606	1793	1566
PA3852	1445	1717	2166	1491	1842	1599
PA3853	251	485	377	864	1179	948
PA3854	210	486	347	629	1050	791
PA3855	810	1236	1389	1172	1228	1077
PA3856	525	1242	1082	1061	1540	886
PA3857	2307	1706	3757	2195	1697	1417
PA3858	2902	3937	5111	1213	1484	1038
PA3859	866	978	1232	3324	2898	3105
PA3860	2351	2467	3660	1590	1662	1129
PA3861	4101	2101	5441	10661	7234	9953
PA3862	197	397	279	701	1126	738
PA3863	179	251	302	658	733	546
PA3864	335	241	472	928	804	817
PA3865	1156	793	1501	1047	1310	882
PA3865a	586	248	746	1115	43	58
PA3866	4544	2292	5459	13013	2648	1781
PA3867	226	354	265	365	363	306
PA3868	117	101	138	200	152	159
PA3869	82	33	113	96	96	80
PA3870	128	210	199	201	218	204
PA3871	207	151	148	77	97	76
PA3872	173	122	143	27	44	78
PA3873	217	109	161	26	68	47
PA3874	842	404	603	195	188	201
PA3875	2218	1135	1333	489	900	582
PA3876	362	366	348	275	471	213
PA3877	670	583	428	727	1253	487
PA3878	699	829	918	3135	4470	3176
PA3879	588	836	893	3211	4243	2804
PA3880	645	523	1026	2910	2576	2661
PA3881	425	406	628	731	806	567
PA3882	410	582	571	610	810	593
PA3883	160	442	337	744	834	648
PA3884	20	23	45	35	22	20
PA3885	58	79	165	105	134	63
PA3886	294	418	633	731	842	882
PA3886a	55	141	167	148	131	145
PA3887	308	614	568	1971	1896	1868
PA3888	209	204	264	466	458	293
PA3889	116	125	197	311	487	298
PA3890	163	130	228	380	450	337
PA3891	261	281	399	665	958	688
PA3892	57	46	114	473	442	479
PA3893	103	159	150	903	1004	885
PA3894	85	146	110	577	598	647
PA3895	555	516	790	840	821	720
PA3896	814	871	1177	836	855	1025
PA3897	211	408	311	174	233	175
PA3898	521	1037	767	1016	1159	828
PA3899	535	796	660	223	332	236
PA3900	83	168	176	77	104	57
PA3901	357	730	773	1567	2346	1254
PA3902	679	1341	2033	835	1052	764
PA3903	2638	1231	3164	7180	5187	6296
PA3904	698	882	647	376	306	385
PA3905	289	401	206	285	294	340
PA3906	282	145	194	253	173	191
PA3907	363	572	305	458	399	375
PA3908	757	374	496	605	374	559
PA3909	173	301	302	279	325	259
PA3910	131	155	209	135	142	122
PA3911	232	286	250	320	633	340
PA3912	244	257	253	353	573	398
PA3913	335	467	373	634	982	805
PA3914	207	189	213	77	101	58
PA3915	495	821	342	407	641	380
PA3916	233	357	379	559	712	641
PA3917	190	166	314	360	431	335
PA3918	604	490	851	1357	1048	1081
PA3919	2570	2387	4606	2634	2543	2231
PA3920	815	1510	1588	730	1037	603
PA3921	1842	3273	3984	1067	1112	943
PA3922	11058	6127	14795	450	290	365
PA3923	11773	8957	16011	831	680	635
PA3924	4839	4871	7828	531	487	507
PA3925	329	593	545	1774	1884	2122
PA3926	73	112	153	204	231	225
PA3927	173	182	281	464	320	338
PA3928	2338	840	3613	114	162	136
PA3929	3679	4417	6815	839	688	688
PA3930	6613	8326	11359	641	854	662
PA3931	390	173	677	1039	734	1094
PA3932	252	320	420	285	542	392
PA3933	722	875	990	2302	2795	1507
PA3934	1132	1518	2164	1111	1268	1350
PA3935	76	140	160	197	332	343
PA3936	39	69	64	156	244	160
PA3937	16	38	51	117	229	179
PA3938	79	143	152	861	1586	1066
PA3939	49	136	91	548	580	365
PA3940	2178	1192	2325	19090	9037	13497
PA3941	93	166	180	721	833	708
PA3942	409	371	579	1576	1325	1135
PA3943	415	829	935	970	1408	903
PA3944	323	809	783	937	1161	802
PA3945	2236	5319	3519	1358	1508	1154
PA3946	276	331	476	798	864	701
PA3947	195	317	387	553	588	484
PA3948	682	494	728	1945	1604	1345
PA3949	595	1213	1270	3202	3818	3149
PA3950	774	1295	1460	3896	5135	4117
PA3951	266	368	386	1148	782	978
PA3952	614	1286	1651	464	523	696
PA3953	85	96	153	121	98	96
PA3954	103	143	163	241	209	217
PA3955	280	357	409	650	704	595
PA3956	180	381	313	392	299	184
PA3957	942	1050	1664	230	288	220
PA3958	890	1325	1379	1595	1614	1276
PA3959	92	215	154	228	282	184
PA3960	95	97	121	170	218	180
PA3961	524	1670	1256	2703	4296	2792
PA3962	637	694	1132	1528	1200	1289
PA3963	192	447	312	695	953	627
PA3963a	64	208	151	94	162	66
PA3965	409	87	414	523	257	373
PA3966	1077	1434	1318	4336	4481	3876
PA3967	147	90	215	1594	1200	1699
PA3968	213	496	374	1152	1424	1287
PA3969	614	1000	1148	1788	1834	1313
PA3969a	157	704	413	1045	1597	1160
PA3970	2263	2534	3734	4923	5185	4677
PA3971	211	713	663	179	268	239
PA3972	1674	3634	5194	1759	2260	1617
PA3973	443	1015	1469	574	886	350
PA3974	1781	2240	3138	2482	2105	1993
PA3975	698	2514	1468	4358	4893	3644
PA3976	539	647	919	1944	2243	1299
PA3977	2899	1930	4036	9233	7940	8541
PA3978	1088	3032	1633	5064	6340	4435
PA3979	330	261	313	1067	1056	898
PA3980	2321	1336	2882	6023	5321	6131
PA3981	3009	2288	4967	17525	13940	13748
PA3982	1003	1066	1890	7035	6855	5269
PA3983	1420	1191	2843	7971	6767	6029
PA3984	525	1027	858	3230	3429	3644
PA3985	195	683	456	801	1231	921
PA3986	1486	1850	3255	272	210	146
PA3987	10367	7620	15942	28210	27449	27022
PA3988	3089	2688	4401	5414	7661	6686
PA3989	931	1618	1832	4811	5826	4977
PA3990	33	38	50	227	174	184
PA3992	2043	3809	3470	4996	7067	5445
PA3993	375	423	670	750	748	773
PA3994	111	119	153	112	146	121
PA3995	280	624	565	385	527	483
PA3996	4096	4209	8058	11974	10789	11788
PA3997	1034	1113	1936	3945	3675	3661
PA3998	1420	1732	2140	3492	5395	3969
PA3999	4169	3477	5872	18082	15344	17450
PA4000	2852	3135	4902	11219	11194	9418
PA4001	2601	1772	3823	7870	7518	6927
PA4002	1109	1413	1863	3616	3711	2777
PA4003	2057	1415	3465	9959	9303	7453
PA4004	525	691	1015	2759	3314	2496
PA4005	1021	422	1531	1929	1402	1607
PA4006	1048	1046	1656	3249	3903	2948
PA4007	2721	1892	4467	7128	5889	6376
PA4008	124	276	245	257	396	264
PA4009	227	640	365	432	584	357
PA4010	858	1989	1446	5157	7057	5007
PA4011	532	1218	1081	4943	5503	4432
PA4012	814	1356	1591	2902	3247	2568
PA4013	204	420	550	1405	1408	1397
PA4014	171	207	273	398	361	342
PA4015	2284	1860	3239	1232	754	825
PA4016	684	1160	1293	1763	2102	1576
PA4017	1107	1680	1948	1358	1580	1338
PA4018	205	366	407	395	577	449
PA4019	375	801	711	1049	1587	1294
PA4020	1406	2313	2491	4804	5814	5205
PA4021	1319	2008	2245	2052	1702	1632
PA4022	6092	3534	7312	2195	1365	1636
PA4023	368	480	507	238	360	289
PA4024	934	636	1363	560	511	477
PA4025	366	824	840	472	461	372
PA4026	479	250	730	1284	621	845
PA4027	353	622	577	491	406	323
PA4027a	83	231	129	185	297	225
PA4029	801	379	781	2049	1289	1352
PA4030	520	423	633	2172	2255	1721
PA4031	3466	1929	3536	17945	8097	14794
PA4032	1144	861	1892	1449	1411	1275
PA4033	46	44	51	131	140	112
PA4034	49	91	67	263	391	267
PA4035	446	870	805	1915	2503	2144
PA4036	248	515	427	1323	1576	1122
PA4037	72	136	80	77	122	93
PA4038	88	43	113	67	89	52
PA4039	114	146	181	259	283	194
PA4040	359	572	696	489	562	415
PA4041	336	628	766	295	403	225
PA4042	255	474	335	1040	1604	1470
PA4043	589	803	1180	3064	2936	2048
PA4044	3170	3629	5388	14790	15264	14785
PA4045	322	581	810	2544	2792	2177
PA4046	176	214	372	1453	1070	1141
PA4047	1373	1180	1912	4858	3503	3829
PA4048	323	488	629	1114	1149	910
PA4049	411	915	709	1347	2287	1309
PA4050	135	322	224	716	1180	807
PA4051	301	499	662	1423	1692	925
PA4052	1466	1683	2184	5841	5742	6433
PA4053	1948	3419	2729	7576	9231	9329
PA4054	1445	1672	2216	2300	3084	2665
PA4055	1107	788	1531	1557	1761	1588
PA4056	907	2131	2382	3687	4035	3265
PA4057	558	437	807	1582	1320	1593
PA4060	75	93	158	398	454	435
PA4061	6310	3924	7434	5912	5260	6623
PA4062	97	257	193	173	228	222
PA4063	357	388	509	293	385	239
PA4064	135	199	247	277	312	195
PA4065	253	486	495	467	522	450
PA4066	205	395	381	468	490	316
PA4067	11736	4132	10106	38109	30405	37645
PA4068	929	1000	1751	3552	3542	3553
PA4069	1224	1621	2144	4662	4636	4291
PA4070	290	442	479	324	260	342
PA4071	35	43	48	60	45	66
PA4072	144	270	238	388	418	355
PA4073	170	167	260	234	256	259
PA4074	177	206	299	278	224	224
PA4075	530	961	898	684	1207	909
PA4076	219	259	292	522	641	501
PA4077	79	117	125	302	351	268
PA4078	892	1244	1209	411	388	358
PA4079	853	1340	1459	1697	1889	2026
PA4080	174	140	286	463	378	426
PA4081	56	95	115	147	167	135
PA4082	191	318	283	489	520	427
PA4083	23	35	24	53	65	31
PA4084	564	569	861	231	216	170
PA4085	19	20	25	37	40	13
PA4086	93	101	252	234	226	219
PA4087	29	65	42	37	42	23
PA4088	21	22	25	29	45	47
PA4089	57	85	81	36	42	34
PA4090	2484	507	1938	1438	427	640
PA4091	530	301	603	264	303	264
PA4092	84	114	168	62	49	42
PA4093	53	129	123	105	115	83
PA4094	322	428	539	542	544	537
PA4095	19	14	19	35	18	28
PA4096	19	27	18	21	26	32
PA4097	9	6	18	49	38	30
PA4098	30	46	51	46	48	70
PA4099	51	86	91	67	94	62
PA4100	112	175	186	113	159	184
PA4101	236	177	459	400	284	332
PA4102	177	209	311	273	279	194
PA4103	75	49	86	76	109	66
PA4104	73	38	92	112	71	83
PA4105	17	19	19	40	39	44
PA4106	18	23	56	53	36	32
PA4107	52	67	59	50	87	59
PA4108	1116	2024	2124	1161	1300	835
PA4108a	347	330	431	340	426	397
PA4109	233	495	470	1086	1118	1008
PA4110	261	481	357	540	892	607
PA4111	332	903	587	571	780	592
PA4112	2588	3400	5194	1631	2095	1610
PA4113	120	286	226	1254	1587	1159
PA4114	900	860	1143	1909	1829	1608
PA4115	1477	1165	2284	7160	6840	5526
PA4116	417	870	901	709	1029	517
PA4117	3506	3741	6110	2605	2776	2165
PA4118	433	599	586	1370	1407	1480
PA4119	114	328	244	1020	1228	881
PA4120	66	96	100	200	201	222
PA4121	56	19	67	50	62	74
PA4122	79	86	101	97	127	153
PA4123	165	207	205	236	312	264
PA4124	134	213	207	301	365	272
PA4125	54	76	106	108	97	109
PA4126	160	167	245	156	203	172
PA4127	221	300	304	137	323	214
PA4128	572	1656	1378	258	728	636
PA4129	2588	4218	5126	554	1125	1024
PA4130	12476	13280	19006	2996	6447	5565
PA4131	8968	11767	11691	1401	2513	3129
PA4132	5600	7893	7956	1982	3550	3185
PA4133	17193	13254	24058	1203	1833	2477
PA4134	1459	1187	2041	78	219	212
PA4135	459	414	602	704	572	720
PA4136	175	315	288	308	391	345
PA4137	79	110	140	125	211	167
PA4138	103	134	150	547	628	549
PA4139	123	247	519	110	79	108
PA4140	134	133	175	168	154	173
PA4141	30057	29799	61736	432	510	642
PA4142	696	837	1841	88	103	113
PA4143	230	444	687	134	168	171
PA4144	105	344	391	73	120	72
PA4145	263	281	479	658	542	475
PA4145a	255	312	248	241	302	238
PA4147	5047	5797	6359	947	946	828
PA4148	612	147	269	114	83	113
PA4149	355	334	288	162	219	181
PA4150	2110	497	618	122	176	147
PA4151	1304	224	478	87	78	87
PA4152	1767	167	390	89	106	98
PA4153	2367	411	613	297	374	298
PA4154	575	751	975	1438	1870	1105
PA4155	279	997	1242	147	200	142
PA4156	963	1139	2282	260	318	281
PA4157	312	735	590	1452	2001	1575
PA4158	74	100	180	153	194	114
PA4159	377	864	446	86	170	97
PA4160	30	96	45	66	79	59
PA4161	44	119	119	176	192	153
PA4162	220	408	446	438	438	350
PA4163	1217	2141	2095	3933	4805	4563
PA4164	170	361	254	425	525	491
PA4165	96	249	197	469	554	599
PA4166	65	61	60	126	94	125
PA4167	132	156	196	183	205	178
PA4168	530	786	1103	705	794	733
PA4169	142	100	182	170	190	198
PA4170	122	193	234	282	347	274
PA4171	771	899	2366	175	153	167
PA4172	219	719	846	68	91	67
PA4173	26	75	53	29	21	32
PA4174	92	167	219	345	257	326
PA4175	988	742	1176	1037	1551	1202
PA4176	2923	6222	4406	3595	3585	3177
PA4177	56	68	66	104	77	89
PA4178	114	98	128	342	385	305
PA4179	123	130	207	1076	1508	1079
PA4180	1590	1479	2288	2475	2750	2690
PA4181	80	173	185	466	591	306
PA4182	157	178	273	487	459	467
PA4183	208	284	329	497	382	456
PA4184	210	351	364	407	428	427
PA4185	238	241	387	572	534	551
PA4186	337	747	632	1398	1644	1468
PA4187	90	77	113	120	147	179
PA4188	20	33	49	73	90	75
PA4189	43	74	54	120	141	98
PA4190	1412	1216	1735	553	507	556
PA4191	77	74	120	250	289	268
PA4192	21	20	28	135	135	124
PA4193	35	37	42	100	164	119
PA4194	50	59	62	219	168	194
PA4195	123	87	112	416	362	366
PA4196	252	363	477	374	416	363
PA4197	489	1184	1298	839	926	838
PA4198	724	709	917	1117	897	1012
PA4199	1718	2241	2840	1660	1605	1714
PA4200	291	386	525	637	611	605
PA4201	1066	1473	2016	1975	2207	2274
PA4202	666	1655	1537	1010	1421	1112
PA4203	139	280	419	279	361	258
PA4204	726	1302	1406	1699	2091	1419
PA4205	581	1630	969	378	541	515
PA4206	602	713	1119	239	282	349
PA4207	968	1826	1851	947	972	1106
PA4208	643	1763	1698	297	281	281
PA4209	3938	6931	8512	226	213	204
PA4210	299	169	536	7	8	9
PA4211	563	255	946	12	6	10
PA4212	646	808	1783	107	92	83
PA4213	166	655	588	8	19	22
PA4214	581	1226	1994	82	116	82
PA4215	310	771	1169	40	32	25
PA4216	309	1050	1359	131	206	153
PA4217	1166	2000	4005	604	833	635
PA4218	1340	2221	3407	1464	1951	1114
PA4219	502	1313	1422	1078	1597	838
PA4220	73	119	190	74	111	83
PA4221	7408	7243	12343	6383	7339	5659
PA4222	616	1553	2330	680	997	544
PA4223	935	1292	2417	758	729	648
PA4224	621	1333	2324	624	786	493
PA4225	5056	10797	14401	4661	6725	3976
PA4226	4910	10019	11805	3865	5805	3480
PA4227	778	1041	1342	619	638	665
PA4228	3771	4848	6297	1797	2300	1849
PA4229	440	922	1055	236	399	194
PA4230	572	828	1259	251	491	274
PA4231	2878	4953	7897	2440	3330	2352
PA4232	3358	2774	5777	13192	10092	9610
PA4233	1371	1423	1905	4725	4553	4510
PA4234	3281	3009	4225	16359	15517	18472
PA4235	2639	1980	3798	9092	5780	6276
PA4236	6796	2960	6756	13892	14038	11194
PA4237	5178	3794	8433	42023	28056	36379
PA4238	12903	3331	15131	64945	48223	56980
PA4239	5129	1389	5365	36878	21022	30926
PA4240	3604	1541	3520	22557	17074	21525
PA4241	3826	1443	4552	11377	8088	10567
PA4242	3033	1705	4446	12692	12144	11162
PA4243	16425	13949	27060	114044	100794	110352
PA4244	7505	4139	10858	45823	33945	44854
PA4245	2232	440	2783	9324	3998	7448
PA4246	9175	2885	11345	48397	38181	49649
PA4247	4712	1877	5248	30856	28098	33620
PA4248	8699	2009	9674	35935	24236	33724
PA4249	4684	1641	4944	17990	13640	17369
PA4250	5415	4597	10536	33369	23362	29487
PA4251	7166	3021	11432	34776	26604	34678
PA4252	3023	998	4322	13702	12062	15704
PA4253	2843	1186	3803	13521	11645	16114
PA4254	1299	399	1338	6405	5147	7381
PA4255	537	305	618	3493	5865	4840
PA4256	4734	1961	5052	25305	27589	33265
